# Economia do produto = custo de cada posicao liquida executada sozinha - custo da pool.
# Nao se roda P0 por cliente: a entrada ja e liquida por decisao de negocio.
# Valores em bps; BRL sintetico nao deve ser apresentado como projecao comercial.
nome_mix,n_clientes,janela_dias,horizonte_dias,seed_base,volume_bruto_brl,custo_sem_pool_brl,custo_pool_brl,economia_produto_brl,economia_produto_bps,taxa_netabilidade_pool,n_remessas_sem_pool,n_remessas_pool,delta_remessas,delta_bps_por_1bp_spread,delta_bps_por_1real_fixo,delta_bps_por_1bp_carry,delta_bps_por_1bp_oportunidade_aa,iof_evitado_brl,iof_evitado_bps,spread_evitado_brl,spread_evitado_bps,fixo_evitado_brl,fixo_evitado_bps,carry_criado_brl,carry_criado_bps,espera_criada_brl,espera_criada_bps,participacao_iof,participacao_spread,participacao_fixo,participacao_carry
equilibrado,8,1,365,25,371833209.04,6073372.93,1757690.62,4315682.31,116.065004,0.793159,988,119,869,0.793159,0.023371,-0.793159,-0.010467,3661584.68,98.473848,737306.70,19.828963,34760.00,0.934828,-117969.07,-3.172634,0.00,0.000000,0.848437,0.170844,0.008054,-0.027335
equilibrado,8,7,365,25,371833209.04,6073372.93,1709520.57,4363852.36,117.360479,0.797060,988,116,872,0.797060,0.023451,-0.797060,-0.011515,3706588.58,99.684173,740933.08,19.926490,34880.00,0.938055,-118549.29,-3.188238,0.00,0.000000,0.849385,0.169789,0.007993,-0.027166
equilibrado,8,1,365,26,305751419.02,5542425.70,1625366.60,3917059.10,128.112540,0.833009,969,126,843,0.833009,0.027571,-0.833009,-0.009491,3348482.42,109.516496,636734.15,20.825223,33720.00,1.102857,-101877.46,-3.332036,0.00,0.000000,0.854846,0.162554,0.008608,-0.026009
equilibrado,8,7,365,26,305751419.02,5542425.70,1558550.34,3983875.36,130.297854,0.835364,969,122,847,0.835364,0.027702,-0.835364,-0.010230,3413626.31,111.647113,638534.59,20.884109,33880.00,1.108090,-102165.53,-3.341457,0.00,0.000000,0.856861,0.160280,0.008504,-0.025645
equilibrado,8,1,365,27,278321142.58,4843753.15,1278564.16,3565188.98,128.096233,0.813153,989,110,879,0.813153,0.031582,-0.813153,-0.008077,3054761.93,109.756733,565794.11,20.328822,35160.00,1.263289,-90527.06,-3.252612,0.00,0.000000,0.856830,0.158700,0.009862,-0.025392
equilibrado,8,7,365,27,278321142.58,4843753.15,1233980.58,3609772.57,129.698108,0.816893,989,101,888,0.816893,0.031906,-0.816893,-0.009328,3096799.67,111.267137,568396.31,20.422319,35520.00,1.276224,-90943.41,-3.267571,0.00,0.000000,0.857893,0.157460,0.009840,-0.025194
equilibrado,8,1,365,28,379397740.35,6418040.85,1178292.17,5239748.69,138.107008,0.831603,1021,87,934,0.831603,0.024618,-0.831603,-0.013627,4539821.39,119.658630,788770.59,20.790071,37360.00,0.984719,-126203.29,-3.326411,0.00,0.000000,0.866420,0.150536,0.007130,-0.024086
equilibrado,8,7,365,28,379397740.35,6418040.85,1166159.17,5251881.68,138.426805,0.834439,1021,79,942,0.834439,0.024829,-0.834439,-0.014580,4549374.89,119.910437,791460.46,20.860969,37680.00,0.993153,-126633.67,-3.337755,0.00,0.000000,0.866237,0.150700,0.007175,-0.024112
equilibrado,8,1,365,29,307922283.72,5411192.20,1323621.44,4087570.76,132.746832,0.827194,982,117,865,0.827194,0.028092,-0.827194,-0.009694,3518076.55,114.252093,636778.82,20.679855,34600.00,1.123660,-101884.61,-3.308777,0.00,0.000000,0.860677,0.155784,0.008465,-0.024925
equilibrado,8,7,365,29,307922283.72,5411192.20,1282448.69,4128743.51,134.083947,0.829600,982,111,871,0.829600,0.028286,-0.829600,-0.010445,3557453.45,115.530887,638631.02,20.740007,34840.00,1.131454,-102180.96,-3.318401,0.00,0.000000,0.861631,0.154679,0.008438,-0.024749
equilibrado,8,1,365,30,332468093.36,5340109.92,1437577.08,3902532.84,117.380673,0.835469,1014,100,914,0.835469,0.027491,-0.835469,-0.011083,3282662.69,98.736172,694416.84,20.886721,36560.00,1.099654,-111106.69,-3.341875,0.00,0.000000,0.841162,0.177940,0.009368,-0.028470
equilibrado,8,7,365,30,332468093.36,5340109.92,1405446.35,3934663.57,118.347103,0.840234,1014,95,919,0.840234,0.027642,-0.840234,-0.012043,3311266.68,99.596525,698377.24,21.005843,36760.00,1.105670,-111740.36,-3.360935,0.00,0.000000,0.841563,0.177494,0.009343,-0.028399
equilibrado,8,1,365,31,327184703.59,6633284.94,2582825.48,4050459.46,123.797336,0.732028,978,139,839,0.732028,0.025643,-0.732028,-0.009587,3513932.05,107.399032,598770.73,18.300694,33560.00,1.025720,-95803.32,-2.928111,0.00,0.000000,0.867539,0.147828,0.008285,-0.023652
equilibrado,8,7,365,31,327184703.59,6633284.94,2499577.74,4133707.20,126.341701,0.736966,978,134,844,0.736966,0.025796,-0.736966,-0.011505,3593586.56,109.833575,602810.29,18.424159,33760.00,1.031833,-96449.65,-2.947865,0.00,0.000000,0.869337,0.145828,0.008167,-0.023332
equilibrado,8,1,365,32,312432663.33,6227877.75,2267171.57,3960706.17,126.769914,0.764414,1037,142,895,0.764414,0.028646,-0.764414,-0.009598,3423367.33,109.571365,597070.05,19.110359,35800.00,1.145847,-95531.21,-3.057658,0.00,0.000000,0.864333,0.150748,0.009039,-0.024120
equilibrado,8,7,365,32,312432663.33,6227877.75,2198710.81,4029166.94,128.961130,0.772480,1037,133,904,0.772480,0.028934,-0.772480,-0.010545,3486176.20,111.581682,603369.92,19.311999,36160.00,1.157369,-96539.19,-3.089920,0.00,0.000000,0.865235,0.149751,0.008975,-0.023960
equilibrado,8,1,365,33,289805024.43,5534150.12,2061084.97,3473065.15,119.841440,0.737073,989,154,835,0.737073,0.028812,-0.737073,-0.008328,2991089.57,103.210411,534018.55,18.426822,33400.00,1.152499,-85442.97,-2.948291,0.00,0.000000,0.861225,0.153760,0.009617,-0.024602
equilibrado,8,7,365,33,289805024.43,5534150.12,1988159.67,3545990.45,122.357798,0.744996,989,147,842,0.744996,0.029054,-0.744996,-0.009384,3058912.88,105.550719,539759.01,18.624902,33680.00,1.162161,-86361.44,-2.979984,0.00,0.000000,0.862640,0.152217,0.009498,-0.024355
equilibrado,8,1,365,34,344089652.41,6376648.24,2271033.89,4105614.36,119.318158,0.750100,971,139,832,0.750100,0.024180,-0.750100,-0.009427,3530320.72,102.598863,645254.33,18.752506,33280.00,0.967190,-103240.69,-3.000401,0.00,0.000000,0.859876,0.157164,0.008106,-0.025146
equilibrado,8,7,365,34,344089652.41,6376648.24,2223370.67,4153277.57,120.703356,0.751595,971,130,841,0.751595,0.024441,-0.751595,-0.010306,3576543.64,103.942203,646540.39,18.789882,33640.00,0.977652,-103446.46,-3.006381,0.00,0.000000,0.861138,0.155670,0.008100,-0.024907
equilibrado,8,1,365,35,331758160.63,5776381.16,1594953.51,4181427.64,126.038426,0.781690,969,97,872,0.781690,0.026284,-0.781690,-0.012464,3601950.09,108.571560,648330.42,19.542260,34880.00,1.051368,-103732.87,-3.126762,0.00,0.000000,0.861416,0.155050,0.008342,-0.024808
equilibrado,8,7,365,35,331758160.63,5776381.16,1514620.69,4261760.47,128.459853,0.786735,969,89,880,0.786735,0.026525,-0.786735,-0.013798,3678448.24,110.877400,652514.56,19.668380,35200.00,1.061014,-104402.33,-3.146941,0.00,0.000000,0.863129,0.153109,0.008259,-0.024497
equilibrado,8,1,365,36,342580109.61,5548895.71,942451.58,4606444.14,134.463269,0.842719,1015,85,930,0.842719,0.027147,-0.842719,-0.012443,3962976.45,115.680284,721747.24,21.067984,37200.00,1.085877,-115479.56,-3.370878,0.00,0.000000,0.860311,0.156682,0.008076,-0.025069
equilibrado,8,7,365,36,342580109.61,5548895.71,856708.08,4692187.63,136.966143,0.854599,1015,77,938,0.854599,0.027380,-0.854599,-0.013768,4039853.38,117.924341,731921.73,21.364980,37520.00,1.095218,-117107.48,-3.418397,0.00,0.000000,0.860974,0.155987,0.007996,-0.024958
equilibrado,8,1,365,37,316197469.96,5856043.68,2001485.29,3854558.39,121.903518,0.773826,1017,133,884,0.773826,0.027957,-0.773826,-0.009064,3305366.33,104.534876,611704.82,19.345658,35360.00,1.118289,-97872.77,-3.095305,0.00,0.000000,0.857521,0.158696,0.009174,-0.025391
equilibrado,8,7,365,37,316197469.96,5856043.68,1925889.19,3930154.49,124.294305,0.775309,1017,121,896,0.775309,0.028337,-0.775309,-0.010381,3379497.76,106.879342,612877.05,19.382731,35840.00,1.133469,-98060.33,-3.101237,0.00,0.000000,0.859889,0.155942,0.009119,-0.024951
equilibrado,8,1,365,38,350610320.95,6285273.66,1733509.33,4551764.33,129.824026,0.787308,1016,123,893,0.787308,0.025470,-0.787308,-0.010140,3936363.69,112.271757,690096.00,19.682706,35720.00,1.018795,-110415.36,-3.149233,0.00,0.000000,0.864800,0.151611,0.007848,-0.024258
equilibrado,8,7,365,38,350610320.95,6285273.66,1687934.73,4597338.93,131.123890,0.792365,1016,117,899,0.792365,0.025641,-0.792365,-0.010783,3977974.82,113.458577,694528.70,19.809134,35960.00,1.025640,-111124.59,-3.169462,0.00,0.000000,0.865278,0.151072,0.007822,-0.024172
equilibrado,8,1,365,39,317044087.85,6089984.11,2031457.23,4058526.88,128.011436,0.752759,989,110,879,0.752759,0.027725,-0.752759,-0.012368,3522185.58,111.094504,596644.42,18.818973,35160.00,1.108994,-95463.11,-3.011036,0.00,0.000000,0.867848,0.147010,0.008663,-0.023522
equilibrado,8,7,365,39,317044087.85,6089984.11,1969276.71,4120707.41,129.972694,0.764144,989,98,891,0.764144,0.028103,-0.764144,-0.013805,3576306.03,112.801537,605668.30,19.103599,35640.00,1.124134,-96906.93,-3.056576,0.00,0.000000,0.867886,0.146982,0.008649,-0.023517
equilibrado,8,1,365,40,348437618.30,5993175.30,1928125.36,4065049.94,116.665071,0.771808,1015,113,902,0.771808,0.025887,-0.771808,-0.013337,3464223.28,99.421621,672317.45,19.295203,36080.00,1.035479,-107570.79,-3.087232,0.00,0.000000,0.852197,0.165390,0.008876,-0.026462
equilibrado,8,7,365,40,348437618.30,5993175.30,1902761.82,4090413.48,117.392993,0.774792,1015,109,906,0.774792,0.026002,-0.774792,-0.014941,3487243.79,100.082299,674916.30,19.369789,36240.00,1.040071,-107986.61,-3.099166,0.00,0.000000,0.852541,0.165000,0.008860,-0.026400
equilibrado,8,1,365,41,303069805.16,5777033.10,2577637.55,3199395.55,105.566292,0.707562,1050,154,896,0.707562,0.029564,-0.707562,-0.007104,2713230.33,89.524931,536101.46,17.689042,35840.00,1.182566,-85776.23,-2.830247,0.00,0.000000,0.848045,0.167563,0.011202,-0.026810
equilibrado,8,7,365,41,303069805.16,5777033.10,2552190.66,3224842.44,106.405930,0.710219,1050,146,904,0.710219,0.029828,-0.710219,-0.007727,2736666.25,90.298215,538114.51,17.755464,36160.00,1.193124,-86098.32,-2.840874,0.00,0.000000,0.848620,0.166865,0.011213,-0.026698
equilibrado,8,1,365,42,370215648.83,6939282.20,2022261.34,4917020.86,132.815046,0.785777,1030,116,914,0.785777,0.024688,-0.785777,-0.010454,4269556.10,115.326192,727267.56,19.644431,36560.00,0.987533,-116362.81,-3.143109,0.00,0.000000,0.868322,0.147908,0.007435,-0.023665
equilibrado,8,7,365,42,370215648.83,6939282.20,1991840.51,4947441.69,133.636752,0.787150,1030,113,917,0.787150,0.024769,-0.787150,-0.011461,4298789.80,116.115832,728537.97,19.678746,36680.00,0.990774,-116566.07,-3.148599,0.00,0.000000,0.868891,0.147255,0.007414,-0.023561
equilibrado,8,1,365,43,341466847.33,6156945.96,2535189.68,3621756.28,106.064653,0.695555,1014,159,855,0.695555,0.025039,-0.695555,-0.010584,3088787.50,90.456439,593772.36,17.388873,34200.00,1.001561,-95003.58,-2.782220,0.00,0.000000,0.852842,0.163946,0.009443,-0.026231
equilibrado,8,7,365,43,341466847.33,6156945.96,2493217.46,3663728.50,107.293828,0.696048,1014,152,862,0.696048,0.025244,-0.696048,-0.011561,3130126.10,91.667057,594193.33,17.401201,34480.00,1.009761,-95070.93,-2.784192,0.00,0.000000,0.854355,0.162183,0.009411,-0.025949
equilibrado,8,1,365,44,274235548.73,5156837.68,1887887.10,3268950.58,119.202291,0.776000,953,135,818,0.776000,0.029828,-0.776000,-0.006783,2789336.35,101.713157,532016.94,19.399999,32720.00,1.193135,-85122.71,-3.104000,0.00,0.000000,0.853282,0.162749,0.010009,-0.026040
equilibrado,8,7,365,44,274235548.73,5156837.68,1800558.55,3356279.13,122.386727,0.780348,953,127,826,0.780348,0.030120,-0.780348,-0.007662,2873841.05,104.794621,534997.72,19.508693,33040.00,1.204804,-85599.64,-3.121391,0.00,0.000000,0.856258,0.159402,0.009844,-0.025504
equilibrado,8,1,365,45,320624287.91,5635404.21,1958978.92,3676425.29,114.664591,0.775532,1009,146,863,0.775532,0.026916,-0.775532,-0.007409,3119731.34,97.301778,621635.66,19.388290,34520.00,1.076650,-99461.71,-3.102126,0.00,0.000000,0.848577,0.169087,0.009390,-0.027054
equilibrado,8,7,365,45,320624287.91,5635404.21,1863608.87,3771795.34,117.639102,0.787800,1009,129,880,0.787800,0.027446,-0.787800,-0.008337,3206161.15,99.997451,631469.28,19.694992,35200.00,1.097858,-101035.08,-3.151199,0.00,0.000000,0.850036,0.167419,0.009332,-0.026787
equilibrado,8,1,365,46,330041797.11,5822532.14,1345599.29,4476932.85,135.647451,0.837230,1000,96,904,0.837230,0.027390,-0.837230,-0.009093,3860498.98,116.970002,690802.23,20.930750,36160.00,1.095619,-110528.36,-3.348920,0.00,0.000000,0.862309,0.154303,0.008077,-0.024688
equilibrado,8,7,365,46,330041797.11,5822532.14,1325572.48,4496959.66,136.254247,0.839185,1000,88,912,0.839185,0.027633,-0.839185,-0.010300,3878850.66,117.526044,692415.47,20.979630,36480.00,1.105315,-110786.48,-3.356741,0.00,0.000000,0.862550,0.153974,0.008112,-0.024636
equilibrado,8,1,365,47,327884013.98,5124055.75,874738.69,4249317.05,129.598177,0.873073,974,98,876,0.873073,0.026717,-0.873073,-0.009894,3613117.05,110.194974,715666.67,21.826824,35040.00,1.068671,-114506.67,-3.492292,0.00,0.000000,0.850282,0.168419,0.008246,-0.026947
equilibrado,8,7,365,47,327884013.98,5124055.75,837614.09,4286441.66,130.730425,0.878085,974,92,882,0.878085,0.026900,-0.878085,-0.010853,3646550.51,111.214648,719775.18,21.952128,35280.00,1.075990,-115164.03,-3.512340,0.00,0.000000,0.850717,0.167919,0.008231,-0.026867
equilibrado,8,1,365,48,304391621.31,5753853.05,1973430.56,3780422.49,124.196010,0.799142,994,116,878,0.799142,0.028844,-0.799142,-0.008859,3234472.81,106.260245,608130.57,19.978558,35120.00,1.153777,-97300.89,-3.196569,0.00,0.000000,0.855585,0.160863,0.009290,-0.025738
equilibrado,8,7,365,48,304391621.31,5753853.05,1927096.36,3826756.70,125.718201,0.808532,994,109,885,0.808532,0.029074,-0.808532,-0.010186,3274524.90,107.576052,615275.95,20.213301,35400.00,1.162976,-98444.15,-3.234128,0.00,0.000000,0.855692,0.160783,0.009251,-0.025725
equilibrado,8,1,365,49,323054136.63,5688079.68,1713608.72,3974470.96,123.028016,0.820770,991,131,860,0.820770,0.026621,-0.820770,-0.006895,3383249.51,104.727014,662882.68,20.519244,34400.00,1.064837,-106061.23,-3.283079,0.00,0.000000,0.851245,0.166785,0.008655,-0.026686
equilibrado,8,7,365,49,323054136.63,5688079.68,1687385.66,4000694.02,123.839740,0.827489,991,125,866,0.827489,0.026807,-0.827489,-0.007638,3404674.49,105.390215,668308.97,20.687213,34640.00,1.072266,-106929.43,-3.309954,0.00,0.000000,0.851021,0.167048,0.008658,-0.026728
equilibrado,8,1,365,50,322472218.11,6034921.88,2214740.47,3820181.41,118.465443,0.733821,1017,141,876,0.733821,0.027165,-0.733821,-0.011417,3288204.17,101.968603,591591.95,18.345517,35040.00,1.086605,-94654.71,-2.935283,0.00,0.000000,0.860746,0.154860,0.009172,-0.024778
equilibrado,8,7,365,50,322472218.11,6034921.88,2201022.37,3833899.50,118.890847,0.734253,1017,133,884,0.734253,0.027413,-0.734253,-0.012482,3301309.75,102.375013,591940.18,18.356316,35360.00,1.096529,-94710.43,-2.937011,0.00,0.000000,0.861084,0.154396,0.009223,-0.024703
equilibrado,8,1,365,51,368850075.69,6273974.00,1388666.18,4885307.82,132.446979,0.803792,1028,110,918,0.803792,0.024888,-0.803792,-0.012095,4225982.47,114.571821,741196.84,20.094800,36720.00,0.995526,-118591.49,-3.215168,0.00,0.000000,0.865039,0.151720,0.007516,-0.024275
equilibrado,8,7,365,51,368850075.69,6273974.00,1217881.28,5056092.72,137.077177,0.822153,1028,98,930,0.822153,0.025213,-0.822153,-0.014109,4382065.18,118.803424,758128.02,20.553826,37200.00,1.008540,-121300.48,-3.288612,0.00,0.000000,0.866690,0.149943,0.007357,-0.023991
equilibrado,8,1,365,52,261424454.75,4462330.01,1009709.87,3452620.14,132.069517,0.848376,988,101,887,0.848376,0.033929,-0.848376,-0.007105,2951389.05,112.896441,554465.59,21.209400,35480.00,1.357180,-88714.49,-3.393504,0.00,0.000000,0.854826,0.160593,0.010276,-0.025695
equilibrado,8,7,365,52,261424454.75,4462330.01,922416.23,3539913.78,135.408670,0.864476,988,89,899,0.864476,0.034389,-0.864476,-0.008244,3029363.81,115.879129,564988.06,21.611905,35960.00,1.375541,-90398.09,-3.457905,0.00,0.000000,0.855773,0.159605,0.010158,-0.025537
equilibrado,8,1,365,53,346945455.37,6199745.86,1413990.80,4785755.06,137.939696,0.839166,1024,112,912,0.839166,0.026287,-0.839166,-0.009949,4137870.63,119.265739,727862.42,20.979160,36480.00,1.051462,-116457.99,-3.356666,0.00,0.000000,0.864622,0.152089,0.007623,-0.024334
equilibrado,8,7,365,53,346945455.37,6199745.86,1349043.10,4850702.76,139.811682,0.847288,1024,102,922,0.847288,0.026575,-0.847288,-0.011577,4196500.97,120.955640,734906.90,21.182203,36880.00,1.062991,-117585.10,-3.389152,0.00,0.000000,0.865133,0.151505,0.007603,-0.024241
equilibrado,8,1,365,54,329363279.71,5423355.91,1826995.51,3596360.40,109.191298,0.785685,1019,128,891,0.785685,0.027052,-0.785685,-0.010364,3017291.47,91.609832,646939.20,19.642117,35640.00,1.082088,-103510.27,-3.142739,0.00,0.000000,0.838985,0.179887,0.009910,-0.028782
equilibrado,8,7,365,54,329363279.71,5423355.91,1763230.33,3660125.58,111.127312,0.792690,1019,117,902,0.792690,0.027386,-0.792690,-0.011761,3075771.05,93.385366,652707.77,19.817260,36080.00,1.095447,-104433.24,-3.170762,0.00,0.000000,0.840346,0.178329,0.009858,-0.028533
equilibrado,8,1,365,55,305475692.81,5037818.24,924998.01,4112820.23,134.636579,0.845399,911,82,829,0.845399,0.027138,-0.845399,-0.010533,3537337.96,115.797690,645621.76,21.134963,33160.00,1.085520,-103299.48,-3.381594,0.00,0.000000,0.860076,0.156978,0.008063,-0.025116
equilibrado,8,7,365,55,305475692.81,5037818.24,885713.69,4152104.56,135.922584,0.848241,911,73,838,0.848241,0.027433,-0.848241,-0.011772,3574438.94,117.012222,647792.40,21.206021,33520.00,1.097305,-103646.78,-3.392963,0.00,0.000000,0.860874,0.156015,0.008073,-0.024962
equilibrado,8,1,365,56,326022011.68,6371263.17,2572542.59,3798720.58,116.517304,0.728562,921,121,800,0.728562,0.024538,-0.728562,-0.009496,3267913.56,100.235979,593817.88,18.214042,32000.00,0.981529,-95010.86,-2.914247,0.00,0.000000,0.860267,0.156320,0.008424,-0.025011
equilibrado,8,7,365,56,326022011.68,6371263.17,2509616.54,3861646.63,118.447420,0.733906,921,118,803,0.733906,0.024630,-0.733906,-0.010110,3327060.60,102.050183,598173.84,18.347652,32120.00,0.985210,-95707.81,-2.935624,0.00,0.000000,0.861565,0.154901,0.008318,-0.024784
equilibrado,8,1,365,57,363780732.63,6444260.11,1852925.03,4591335.08,126.211607,0.779009,977,96,881,0.779009,0.024218,-0.779009,-0.010224,3960979.04,108.883695,708471.48,19.475234,35240.00,0.968715,-113355.44,-3.116037,0.00,0.000000,0.862707,0.154306,0.007675,-0.024689
equilibrado,8,7,365,57,363780732.63,6444260.11,1821572.67,4622687.44,127.073454,0.782839,977,88,889,0.782839,0.024438,-0.782839,-0.011668,3989085.98,109.656329,711954.12,19.570968,35560.00,0.977512,-113912.66,-3.131355,0.00,0.000000,0.862937,0.154013,0.007692,-0.024642
equilibrado,8,1,365,58,338571027.44,5836724.75,1972479.67,3864245.08,114.133956,0.733388,999,108,891,0.733388,0.026316,-0.733388,-0.014607,3307166.89,97.680151,620759.74,18.334698,35640.00,1.052659,-99321.56,-2.933552,0.00,0.000000,0.855838,0.160642,0.009223,-0.025703
equilibrado,8,7,365,58,338571027.44,5836724.75,1963349.55,3873375.19,114.403622,0.734553,999,101,898,0.734553,0.026523,-0.734553,-0.015899,3315188.85,97.917086,621745.65,18.363817,35920.00,1.060930,-99479.30,-2.938211,0.00,0.000000,0.855891,0.160518,0.009274,-0.025683
equilibrado,8,1,365,59,324586456.60,5317488.46,1118713.08,4198775.38,129.357689,0.837076,991,84,907,0.837076,0.027943,-0.837076,-0.009882,3591918.30,110.661373,679258.43,20.926888,36280.00,1.117730,-108681.35,-3.348302,0.00,0.000000,0.855468,0.161775,0.008641,-0.025884
equilibrado,8,7,365,59,324586456.60,5317488.46,1050610.01,4266878.44,131.455837,0.841318,991,78,913,0.841318,0.028128,-0.841318,-0.011050,3656889.62,112.663038,682700.98,21.032947,36520.00,1.125124,-109232.16,-3.365272,0.00,0.000000,0.857041,0.160000,0.008559,-0.025600
equilibrado,8,1,365,60,350446316.97,6625661.10,2231917.46,4393743.65,125.375655,0.773485,1020,122,898,0.773485,0.025624,-0.773485,-0.010894,3788587.10,108.107488,677662.56,19.337129,35920.00,1.024979,-108426.01,-3.093941,0.00,0.000000,0.862269,0.154234,0.008175,-0.024677
equilibrado,8,7,365,60,350446316.97,6625661.10,2173001.95,4452659.16,127.056811,0.775942,1020,117,903,0.775942,0.025767,-0.775942,-0.011667,3845494.38,109.731339,679815.22,19.398555,36120.00,1.030686,-108770.43,-3.103769,0.00,0.000000,0.863640,0.152676,0.008112,-0.024428
equilibrado,8,1,365,61,306144087.96,5458724.15,1853854.87,3604869.28,117.750740,0.734478,1006,118,888,0.734478,0.029006,-0.734478,-0.014000,3097151.72,101.166472,562139.95,18.361940,35520.00,1.160238,-89942.39,-2.937910,0.00,0.000000,0.859158,0.155939,0.009853,-0.024950
equilibrado,8,7,365,61,306144087.96,5458724.15,1821350.56,3637373.60,118.812472,0.738515,1006,114,892,0.738515,0.029137,-0.738515,-0.014743,3126900.66,102.138202,565229.69,18.462865,35680.00,1.165464,-90436.75,-2.954058,0.00,0.000000,0.859659,0.155395,0.009809,-0.024863
equilibrado,8,1,365,62,336314401.74,6666574.77,2650867.43,4015707.34,119.403371,0.753905,969,137,832,0.753905,0.024739,-0.753905,-0.008945,3449974.39,102.581821,633872.56,18.847619,33280.00,0.989550,-101419.61,-3.015619,0.00,0.000000,0.859120,0.157848,0.008287,-0.025256
equilibrado,8,7,365,62,336314401.74,6666574.77,2546928.48,4119646.29,122.493901,0.769643,969,128,841,0.769643,0.025006,-0.769643,-0.010063,3542438.22,105.331148,647104.85,19.241069,33640.00,1.000255,-103536.78,-3.078571,0.00,0.000000,0.859889,0.157078,0.008166,-0.025132
equilibrado,8,1,365,63,306841521.17,5296646.92,1209855.73,4086791.19,133.188989,0.789417,998,101,897,0.789417,0.029233,-0.789417,-0.011922,3542236.46,115.441888,605565.15,19.735437,35880.00,1.169333,-96890.42,-3.157670,0.00,0.000000,0.866752,0.148176,0.008780,-0.023708
equilibrado,8,7,365,63,306841521.17,5296646.92,1182245.47,4114401.45,134.088810,0.791399,998,96,902,0.791399,0.029396,-0.791399,-0.012805,3568369.88,116.293579,607085.20,19.784976,36080.00,1.175851,-97133.63,-3.165596,0.00,0.000000,0.867288,0.147551,0.008769,-0.023608
equilibrado,8,1,365,64,352215080.26,6098976.28,1716078.63,4382897.65,124.438103,0.828424,975,107,868,0.828424,0.024644,-0.828424,-0.007505,3735432.14,106.055429,729458.95,20.710611,34720.00,0.985761,-116713.43,-3.313698,0.00,0.000000,0.852275,0.166433,0.007922,-0.026629
equilibrado,8,7,365,64,352215080.26,6098976.28,1692808.06,4406168.22,125.098795,0.830863,975,101,874,0.830863,0.024814,-0.830863,-0.008612,3756658.83,106.658092,731606.42,20.771581,34960.00,0.992575,-117057.03,-3.323453,0.00,0.000000,0.852591,0.166041,0.007934,-0.026567
equilibrado,8,1,365,65,348170256.74,6515278.36,2244846.31,4270432.05,122.653557,0.772420,997,141,856,0.772420,0.024586,-0.772420,-0.008247,3671431.68,105.449320,672333.77,19.310488,34240.00,0.983427,-107573.40,-3.089678,0.00,0.000000,0.859733,0.157439,0.008018,-0.025190
equilibrado,8,7,365,65,348170256.74,6515278.36,2196853.97,4318424.40,124.031973,0.772982,997,137,860,0.772982,0.024701,-0.772982,-0.008985,3718852.52,106.811321,672823.67,19.324559,34400.00,0.988022,-107651.79,-3.091929,0.00,0.000000,0.861160,0.155803,0.007966,-0.024928
equilibrado,8,1,365,66,306131209.86,5457179.62,1706223.98,3750955.63,122.527711,0.805201,985,119,866,0.805201,0.028289,-0.805201,-0.007601,3198671.69,104.486952,616242.79,20.130022,34640.00,1.131541,-98598.85,-3.220803,0.00,0.000000,0.852762,0.164290,0.009235,-0.026286
equilibrado,8,7,365,66,306131209.86,5457179.62,1602852.45,3854327.16,125.904417,0.808913,985,118,867,0.808913,0.028321,-0.808913,-0.008300,3299616.82,107.784398,619083.74,20.222824,34680.00,1.132848,-99053.40,-3.235652,0.00,0.000000,0.856081,0.160620,0.008998,-0.025699
equilibrado,8,1,365,67,320149265.65,5993680.60,1513721.18,4479959.42,139.933459,0.832686,1010,97,913,0.832686,0.028518,-0.832686,-0.007820,3883613.11,121.306326,666459.89,20.817161,36520.00,1.140718,-106633.58,-3.330746,0.00,0.000000,0.866886,0.148765,0.008152,-0.023802
equilibrado,8,7,365,67,320149265.65,5993680.60,1448702.78,4544977.82,141.964337,0.839981,1010,96,914,0.839981,0.028549,-0.839981,-0.008695,3943687.35,123.182770,672298.18,20.999523,36560.00,1.141967,-107567.71,-3.359924,0.00,0.000000,0.867702,0.147921,0.008044,-0.023667
equilibrado,8,1,365,68,389005480.72,7248382.23,2010372.70,5238009.53,134.651304,0.815899,1019,102,917,0.815899,0.023573,-0.815899,-0.009562,4534812.51,116.574515,793472.64,20.397467,36680.00,0.942917,-126955.62,-3.263595,0.00,0.000000,0.865751,0.151484,0.007003,-0.024237
equilibrado,8,7,365,68,389005480.72,7248382.23,1952645.11,5295737.12,136.135283,0.822956,1019,99,920,0.822956,0.023650,-0.822956,-0.010401,4586654.96,117.907207,800335.91,20.573898,36800.00,0.946002,-128053.75,-3.291824,0.00,0.000000,0.866103,0.151128,0.006949,-0.024181
equilibrado,8,1,365,69,330868686.34,5956255.51,1557748.06,4398507.44,132.938160,0.810217,1000,125,875,0.810217,0.026446,-0.810217,-0.006265,3800549.05,114.865782,670188.56,20.255424,35000.00,1.057821,-107230.17,-3.240868,0.00,0.000000,0.864054,0.152367,0.007957,-0.024379
equilibrado,8,7,365,69,330868686.34,5956255.51,1407623.98,4548631.53,137.475431,0.829733,1000,114,886,0.829733,0.026778,-0.829733,-0.007245,3936672.62,118.979909,686332.03,20.743336,35440.00,1.071120,-109813.13,-3.318934,0.00,0.000000,0.865463,0.150888,0.007791,-0.024142
