# Economia do produto = custo de cada posicao liquida executada sozinha - custo da pool.
# Nao se roda P0 por cliente: a entrada ja e liquida por decisao de negocio.
# Valores em bps; BRL sintetico nao deve ser apresentado como projecao comercial.
nome_mix,n_clientes,janela_dias,horizonte_dias,seed_base,finalidade,direcao,aliquota_base,delta_volume_remetido_brl,iof_evitado_brl_base,iof_evitado_bps_base,delta_bps_por_1bp_aliquota
equilibrado,8,7,365,38,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,43713615.79,0.000000,0.000000,0.12467863
equilibrado,8,7,365,38,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,13863550.31,485224.260850,13.839417,0.03954119
equilibrado,8,1,365,39,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,19593270.39,74454.427482,2.348393,0.06179983
equilibrado,8,1,365,39,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,48221999.71,1687769.989850,53.234552,0.15209872
equilibrado,8,1,365,39,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,28336056.10,107677.013180,3.396279,0.08937576
equilibrado,8,1,365,39,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,40869786.58,155305.189004,4.898536,0.12890884
equilibrado,8,1,365,39,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,28679189.59,1003771.635650,31.660317,0.09045805
equilibrado,8,1,365,39,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,58865826.15,0.000000,0.000000,0.18567079
equilibrado,8,1,365,39,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,14091637.72,493207.320200,15.556427,0.04444693
equilibrado,8,7,365,39,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,20909350.79,79455.533002,2.506135,0.06595092
equilibrado,8,7,365,39,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,49790928.28,1742682.489800,54.966566,0.15704733
equilibrado,8,7,365,39,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,28740991.17,109215.766446,3.444813,0.09065298
equilibrado,8,7,365,39,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,40497710.53,153891.300014,4.853940,0.12773526
equilibrado,8,7,365,39,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,28512411.62,997934.406700,31.476203,0.08993201
equilibrado,8,7,365,39,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,59726599.33,0.000000,0.000000,0.18838578
equilibrado,8,7,365,39,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,14089329.58,493126.535300,15.553879,0.04443965
equilibrado,8,1,365,40,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,20842522.91,79201.587058,2.273049,0.05981709
equilibrado,8,1,365,40,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,47512268.58,1662929.400300,47.725312,0.13635803
equilibrado,8,1,365,40,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,47589890.29,180841.583102,5.190071,0.13658080
equilibrado,8,1,365,40,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,43053720.60,163604.138280,4.695364,0.12356221
equilibrado,8,1,365,40,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,28967791.40,1013872.699000,29.097682,0.08313623
equilibrado,8,1,365,40,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,70567246.01,0.000000,0.000000,0.20252476
equilibrado,8,1,365,40,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,10393539.25,363773.873750,10.440144,0.02982898
equilibrado,8,7,365,40,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,25169075.69,95642.487622,2.744896,0.07223409
equilibrado,8,7,365,40,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,47977377.65,1679208.217750,48.192506,0.13769288
equilibrado,8,7,365,40,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,47786631.05,181589.197990,5.211527,0.13714544
equilibrado,8,7,365,40,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,41613182.37,158130.093006,4.538261,0.11942793
equilibrado,8,7,365,40,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,28836056.56,1009261.979600,28.965356,0.08275816
equilibrado,8,7,365,40,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,68201001.81,0.000000,0.000000,0.19573375
equilibrado,8,7,365,40,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,10383194.61,363411.811350,10.429752,0.02979929
equilibrado,8,1,365,41,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,29623165.07,112568.027266,3.714261,0.09774370
equilibrado,8,1,365,41,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,46676426.18,1633674.916300,53.904245,0.15401213
equilibrado,8,1,365,41,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,40590113.01,154242.429438,5.089337,0.13392991
equilibrado,8,1,365,41,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,30095694.37,114363.638606,3.773508,0.09930285
equilibrado,8,1,365,41,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,10565529.78,369793.542300,12.201596,0.03486170
equilibrado,8,1,365,41,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,47501431.66,0.000000,0.000000,0.15673429
equilibrado,8,1,365,41,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,9388222.13,328587.774550,10.841983,0.03097709
equilibrado,8,7,365,41,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,30151332.62,114575.063956,3.780484,0.09948643
equilibrado,8,7,365,41,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,48060109.73,1682103.840550,55.502192,0.15857769
equilibrado,8,7,365,41,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,40343802.76,153306.450488,5.058453,0.13311720
equilibrado,8,7,365,41,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,30004284.04,114016.279352,3.762047,0.09900123
equilibrado,8,7,365,41,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,9785196.64,342481.882400,11.300429,0.03228694
equilibrado,8,7,365,41,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,47467284.95,0.000000,0.000000,0.15662162
equilibrado,8,7,365,41,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,9433792.48,330182.736800,10.894610,0.03112746
equilibrado,8,1,365,42,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,27719629.60,105334.592480,2.845223,0.07487428
equilibrado,8,1,365,42,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,53100115.81,1858504.053350,50.200581,0.14343023
equilibrado,8,1,365,42,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,36306762.98,137965.699324,3.726631,0.09806923
equilibrado,8,1,365,42,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,54241993.85,206119.576630,5.567554,0.14651459
equilibrado,8,1,365,42,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,40013076.19,1400457.666650,37.828160,0.10808046
equilibrado,8,1,365,42,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,63491889.12,0.000000,0.000000,0.17149974
equilibrado,8,1,365,42,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,16033557.59,561174.515650,15.158044,0.04330870
equilibrado,8,7,365,42,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,28055750.95,106611.853610,2.879723,0.07578219
equilibrado,8,7,365,42,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,54955983.45,1923459.420750,51.955109,0.14844317
equilibrado,8,7,365,42,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,35695749.86,135643.849468,3.663915,0.09641880
equilibrado,8,7,365,42,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,54241993.85,206119.576630,5.567554,0.14651459
equilibrado,8,7,365,42,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,39268400.99,1374394.034650,37.124147,0.10606899
equilibrado,8,7,365,42,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,63409848.52,0.000000,0.000000,0.17127814
equilibrado,8,7,365,42,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,15787459.02,552561.065700,14.925384,0.04264395
equilibrado,8,1,365,43,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,31262127.86,118796.085868,3.478993,0.09155245
equilibrado,8,1,365,43,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,43041723.87,1506460.335450,44.117323,0.12604950
equilibrado,8,1,365,43,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,43254845.80,164368.414040,4.813598,0.12667363
equilibrado,8,1,365,43,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,42930555.87,163136.112306,4.777510,0.12572394
equilibrado,8,1,365,43,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,20842846.79,729499.637650,21.363703,0.06103915
equilibrado,8,1,365,43,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,44561787.49,0.000000,0.000000,0.13050107
equilibrado,8,1,365,43,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,11615054.76,406526.916600,11.905311,0.03401518
equilibrado,8,7,365,43,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,32315879.33,122800.341454,3.596260,0.09463841
equilibrado,8,7,365,43,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,45645303.40,1597585.619000,46.785966,0.13367419
equilibrado,8,7,365,43,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,42152681.75,160180.190650,4.690944,0.12344590
equilibrado,8,7,365,43,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,42930555.87,163136.112306,4.777510,0.12572394
equilibrado,8,7,365,43,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,19283854.80,674934.918000,19.765752,0.05647358
equilibrado,8,7,365,43,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,43592231.12,0.000000,0.000000,0.12766168
equilibrado,8,7,365,43,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,11756826.37,411488.922950,12.050626,0.03443036
equilibrado,8,1,365,44,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,29273565.19,111239.547722,4.056350,0.10674606
equilibrado,8,1,365,44,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,42988336.10,1504591.763500,54.864943,0.15675698
equilibrado,8,1,365,44,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,37442760.50,142282.489900,5.188331,0.13653504
equilibrado,8,1,365,44,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,32155878.53,122192.338414,4.455744,0.11725642
equilibrado,8,1,365,44,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,11075206.28,387632.219800,14.135010,0.04038574
equilibrado,8,1,365,44,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,44973944.57,0.000000,0.000000,0.16399750
equilibrado,8,1,365,44,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,14897085.41,521397.989350,19.012779,0.05432223
equilibrado,8,7,365,44,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,29959630.67,113846.596546,4.151416,0.10924780
equilibrado,8,7,365,44,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,46650855.14,1632779.929900,59.539324,0.17011236
equilibrado,8,7,365,44,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,35475650.01,134807.470038,4.915755,0.12936197
equilibrado,8,7,365,44,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,32065969.01,121850.682238,4.443285,0.11692856
equilibrado,8,7,365,44,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,10460398.99,366113.964650,13.350347,0.03814385
equilibrado,8,7,365,44,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,44973944.57,0.000000,0.000000,0.16399750
equilibrado,8,7,365,44,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,14412640.11,504442.403850,18.394494,0.05255570
equilibrado,8,1,365,45,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,26257687.81,99779.213678,3.112029,0.08189550
equilibrado,8,1,365,45,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,43538898.71,1523861.454850,47.527948,0.13579414
equilibrado,8,1,365,45,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,46971784.79,178492.782202,5.567039,0.14650102
equilibrado,8,1,365,45,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,35269002.17,134022.208246,4.180039,0.11000103
equilibrado,8,1,365,45,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,20778586.43,727250.525050,22.682328,0.06480665
equilibrado,8,1,365,45,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,62800441.61,0.000000,0.000000,0.19586926
equilibrado,8,1,365,45,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,13037861.66,456325.158100,14.232395,0.04066399
equilibrado,8,7,365,45,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,28441225.29,108076.656102,3.370819,0.08870577
equilibrado,8,7,365,45,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,45870325.29,1605461.385150,50.072981,0.14306566
equilibrado,8,7,365,45,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,46673802.85,177360.450830,5.531722,0.14557164
equilibrado,8,7,365,45,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,35269002.17,134022.208246,4.180039,0.11000103
equilibrado,8,7,365,45,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,20697723.19,724420.311650,22.594056,0.06455445
equilibrado,8,7,365,45,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,62583627.78,0.000000,0.000000,0.19519303
equilibrado,8,7,365,45,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,13052003.91,456820.136850,14.247833,0.04070809
equilibrado,8,1,365,46,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,30507484.93,115928.442734,3.512538,0.09243522
equilibrado,8,1,365,46,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,68994765.63,2414816.797050,73.166999,0.20904857
equilibrado,8,1,365,46,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,40255731.36,152971.779168,4.634921,0.12197162
equilibrado,8,1,365,46,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,43403613.91,164933.732858,4.997359,0.13150945
equilibrado,8,1,365,46,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,18928323.92,662491.337200,20.072953,0.05735129
equilibrado,8,1,365,46,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,64249347.53,0.000000,0.000000,0.19467034
equilibrado,8,1,365,46,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,9981625.46,349356.891100,10.585232,0.03024352
equilibrado,8,7,365,46,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,31423631.31,119409.798978,3.618021,0.09521107
equilibrado,8,7,365,46,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,69606311.29,2436220.895150,73.815526,0.21090150
equilibrado,8,7,365,46,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,40141063.66,152536.041908,4.621719,0.12162418
equilibrado,8,7,365,46,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,43403613.91,164933.732858,4.997359,0.13150945
equilibrado,8,7,365,46,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,18720739.72,655225.890200,19.852815,0.05672233
equilibrado,8,7,365,46,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,63655849.59,0.000000,0.000000,0.19287209
equilibrado,8,7,365,46,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,10014980.14,350524.304900,10.620603,0.03034458
equilibrado,8,1,365,47,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,27430337.05,104235.280790,3.179029,0.08365866
equilibrado,8,1,365,47,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,61749692.53,2161239.238550,65.914749,0.18832785
equilibrado,8,1,365,47,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,54142883.70,205742.958060,6.274870,0.16512816
equilibrado,8,1,365,47,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,49598170.88,188473.049344,5.748162,0.15126743
equilibrado,8,1,365,47,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,15843501.48,554522.551800,16.912156,0.04832045
equilibrado,8,1,365,47,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,66104826.15,0.000000,0.000000,0.20161040
equilibrado,8,1,365,47,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,11397256.37,398903.972950,12.166009,0.03476002
equilibrado,8,7,365,47,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,28693250.66,109034.352508,3.325394,0.08751037
equilibrado,8,7,365,47,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,62742469.40,2195986.429000,66.974489,0.19135568
equilibrado,8,7,365,47,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,54142883.70,205742.958060,6.274870,0.16512816
equilibrado,8,7,365,47,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,49565233.39,188347.886882,5.744345,0.15116697
equilibrado,8,7,365,47,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,15690078.70,549152.754500,16.748385,0.04785253
equilibrado,8,7,365,47,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,65696551.47,0.000000,0.000000,0.20036522
equilibrado,8,7,365,47,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,11379603.72,398286.130200,12.147165,0.03470619
equilibrado,8,1,365,48,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,23570674.81,89568.564278,2.942544,0.07743536
equilibrado,8,1,365,48,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,42491551.25,1487204.293750,48.858253,0.13959501
equilibrado,8,1,365,48,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,39135318.93,148714.211934,4.885621,0.12856898
equilibrado,8,1,365,48,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,28687419.64,109012.194632,3.581314,0.09424510
equilibrado,8,1,365,48,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,22017849.33,770624.726550,25.316884,0.07233395
equilibrado,8,1,365,48,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,69368019.92,0.000000,0.000000,0.22789070
equilibrado,8,1,365,48,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,17981394.86,629348.820100,20.675629,0.05907323
equilibrado,8,7,365,48,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,25042914.68,95163.075784,3.126337,0.08227202
equilibrado,8,7,365,48,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,43697806.29,1529423.220150,50.245247,0.14355785
equilibrado,8,7,365,48,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,39634039.84,150609.351392,4.947881,0.13020739
equilibrado,8,7,365,48,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,28687419.64,109012.194632,3.581314,0.09424510
equilibrado,8,7,365,48,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,21946604.67,768131.163450,25.234964,0.07209990
equilibrado,8,7,365,48,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,69324856.20,0.000000,0.000000,0.22774890
equilibrado,8,7,365,48,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,17776739.72,622185.890200,20.440309,0.05840088
equilibrado,8,1,365,49,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,28766884.01,109314.159238,3.383772,0.08904664
equilibrado,8,1,365,49,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,53025751.06,1855901.287100,57.448615,0.16413890
equilibrado,8,1,365,49,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,48604688.16,184697.815008,5.717240,0.15045369
equilibrado,8,1,365,49,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,39532335.04,150222.873152,4.650084,0.12237062
equilibrado,8,1,365,49,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,17747669.17,621168.420950,19.227998,0.05493714
equilibrado,8,1,365,49,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,64277316.67,0.000000,0.000000,0.19896763
equilibrado,8,1,365,49,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,13198427.33,461944.956550,14.299305,0.04085516
equilibrado,8,7,365,49,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,29852141.42,113438.137396,3.511428,0.09240600
equilibrado,8,7,365,49,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,54207996.85,1897279.889750,58.729472,0.16779849
equilibrado,8,7,365,49,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,49267605.26,187216.899988,5.795218,0.15250572
equilibrado,8,7,365,49,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,39532335.04,150222.873152,4.650084,0.12237062
equilibrado,8,7,365,49,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,17945412.57,628089.439950,19.442235,0.05554924
equilibrado,8,7,365,49,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,64277316.67,0.000000,0.000000,0.19896763
equilibrado,8,7,365,49,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,12240778.45,428427.245750,13.261779,0.03789080
equilibrado,8,1,365,50,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,21646349.39,82256.127682,2.550797,0.06712625
equilibrado,8,1,365,50,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,53029019.18,1856015.671300,57.555832,0.16444523
equilibrado,8,1,365,50,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,34295209.73,130321.796974,4.041334,0.10635090
equilibrado,8,1,365,50,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,35477610.49,134814.919862,4.180668,0.11001757
equilibrado,8,1,365,50,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,15782558.26,552389.539100,17.129833,0.04894238
equilibrado,8,1,365,50,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,61194430.69,0.000000,0.000000,0.18976652
equilibrado,8,1,365,50,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,15211603.40,532406.119000,16.510139,0.04717183
equilibrado,8,7,365,50,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,22532615.74,85623.939812,2.655235,0.06987460
equilibrado,8,7,365,50,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,53482812.01,1871898.420350,58.048362,0.16585246
equilibrado,8,7,365,50,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,34002871.04,129210.909952,4.006885,0.10544434
equilibrado,8,7,365,50,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,34998445.99,132994.094762,4.124203,0.10853166
equilibrado,8,7,365,50,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,15693846.85,549284.639750,17.033549,0.04866728
equilibrado,8,7,365,50,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,60856975.18,0.000000,0.000000,0.18872006
equilibrado,8,7,365,50,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,15208507.01,532297.745350,16.506778,0.04716222
equilibrado,8,1,365,51,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,22003195.80,83612.144040,2.266833,0.05965349
equilibrado,8,1,365,51,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,54076660.81,1892683.128350,51.313074,0.14660878
equilibrado,8,1,365,51,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,38643013.90,146843.452820,3.981115,0.10476618
equilibrado,8,1,365,51,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,42014329.49,159654.452062,4.328438,0.11390625
equilibrado,8,1,365,51,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,36616677.03,1281583.696050,34.745382,0.09927252
equilibrado,8,1,365,51,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,84221843.40,0.000000,0.000000,0.22833625
equilibrado,8,1,365,51,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,18903016.95,661605.593250,17.936979,0.05124851
equilibrado,8,7,365,51,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,26199034.63,99556.331594,2.699100,0.07102895
equilibrado,8,7,365,51,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,57428269.03,2009989.416050,54.493398,0.15569542
equilibrado,8,7,365,51,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,37926476.63,144120.611194,3.907295,0.10282356
equilibrado,8,7,365,51,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,41820728.58,158918.768604,4.308492,0.11338137
equilibrado,8,7,365,51,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,37269908.48,1304446.796800,35.365231,0.10104352
equilibrado,8,7,365,51,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,83605841.16,0.000000,0.000000,0.22666619
equilibrado,8,7,365,51,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,19000950.23,665033.258050,18.029907,0.05151402
equilibrado,8,1,365,52,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,25878192.06,98337.129828,3.761589,0.09898918
equilibrado,8,1,365,52,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,53528750.99,1873506.284650,71.665303,0.20475801
equilibrado,8,1,365,52,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,37611596.06,142924.065028,5.467127,0.14387176
equilibrado,8,1,365,52,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,38230150.37,145274.571406,5.557038,0.14623785
equilibrado,8,1,365,52,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,4750624.90,166271.871500,6.360226,0.01817208
equilibrado,8,1,365,52,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,46784775.91,0.000000,0.000000,0.17896098
equilibrado,8,1,365,52,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,15002146.39,525075.123650,20.085157,0.05738616
equilibrado,8,7,365,52,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,28381037.45,107847.942310,4.125396,0.10856305
equilibrado,8,7,365,52,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,55529257.05,1943523.996750,74.343619,0.21241034
equilibrado,8,7,365,52,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,37738917.48,143407.886424,5.485634,0.14435879
equilibrado,8,7,365,52,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,37908860.46,144053.669748,5.510336,0.14500885
equilibrado,8,7,365,52,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,4750624.90,166271.871500,6.360226,0.01817208
equilibrado,8,7,365,52,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,46707714.25,0.000000,0.000000,0.17866620
equilibrado,8,7,365,52,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,14978812.73,524258.445550,20.053918,0.05729691
equilibrado,8,1,365,53,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,20523206.89,77988.186182,2.247851,0.05915399
equilibrado,8,1,365,53,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,49127869.41,1719475.429350,49.560396,0.14160113
equilibrado,8,1,365,53,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,40288400.80,153095.923040,4.412680,0.11612315
equilibrado,8,1,365,53,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,58379898.79,221843.615402,6.394193,0.16826823
