# Economia do produto = custo de cada posicao liquida executada sozinha - custo da pool.
# Nao se roda P0 por cliente: a entrada ja e liquida por decisao de negocio.
# Valores em bps; BRL sintetico nao deve ser apresentado como projecao comercial.
nome_mix,n_clientes,janela_dias,horizonte_dias,seed_base,finalidade,direcao,aliquota_base,delta_volume_remetido_brl,iof_evitado_brl_base,iof_evitado_bps_base,delta_bps_por_1bp_aliquota
corporativo_pesado,12,1,365,17,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,126318537.12,480010.441056,9.007316,0.23703462
corporativo_pesado,12,1,365,17,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,110310912.05,419181.465790,7.865870,0.20699658
corporativo_pesado,12,1,365,17,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,74161406.20,2595649.217000,48.706924,0.13916264
corporativo_pesado,12,1,365,17,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,99135267.17,0.000000,0.000000,0.18602567
corporativo_pesado,12,1,365,17,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,8966235.90,313818.256500,5.888747,0.01682499
corporativo_pesado,12,7,365,17,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,127157666.42,483199.132396,9.067151,0.23860924
corporativo_pesado,12,7,365,17,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,110310912.05,419181.465790,7.865870,0.20699658
corporativo_pesado,12,7,365,17,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,73322276.90,2566279.691500,48.155810,0.13758803
corporativo_pesado,12,7,365,17,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,99135267.17,0.000000,0.000000,0.18602567
corporativo_pesado,12,7,365,17,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,8966235.90,313818.256500,5.888747,0.01682499
corporativo_pesado,12,1,365,18,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,136529255.97,518811.172686,9.119690,0.23999185
corporativo_pesado,12,1,365,18,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,126111622.01,479224.163638,8.423828,0.22167968
corporativo_pesado,12,1,365,18,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,122195545.46,4276844.091100,75.178591,0.21479598
corporativo_pesado,12,1,365,18,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,137856761.29,0.000000,0.000000,0.24232534
corporativo_pesado,12,1,365,18,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,5243581.87,183525.365450,3.226019,0.00921720
corporativo_pesado,12,7,365,18,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,136529255.97,518811.172686,9.119690,0.23999185
corporativo_pesado,12,7,365,18,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,127420987.85,484199.753830,8.511289,0.22398129
corporativo_pesado,12,7,365,18,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,122195545.46,4276844.091100,75.178591,0.21479598
corporativo_pesado,12,7,365,18,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,136547395.45,0.000000,0.000000,0.24002373
corporativo_pesado,12,7,365,18,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,5243581.87,183525.365450,3.226019,0.00921720
corporativo_pesado,12,1,365,19,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,136554538.52,518907.246376,8.977722,0.23625585
corporativo_pesado,12,1,365,19,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,142756243.70,542473.726060,9.385451,0.24698555
corporativo_pesado,12,1,365,19,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,134983690.88,4724429.180800,81.738334,0.23353810
corporativo_pesado,12,1,365,19,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,133296449.21,0.000000,0.000000,0.23061897
corporativo_pesado,12,1,365,19,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,4514463.51,158006.222850,2.733699,0.00781057
corporativo_pesado,12,7,365,19,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,136554538.52,518907.246376,8.977722,0.23625585
corporativo_pesado,12,7,365,19,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,143151702.56,543976.469728,9.411450,0.24766974
corporativo_pesado,12,7,365,19,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,134983690.88,4724429.180800,81.738334,0.23353810
corporativo_pesado,12,7,365,19,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,132900990.35,0.000000,0.000000,0.22993477
corporativo_pesado,12,7,365,19,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,4514463.51,158006.222850,2.733699,0.00781057
corporativo_pesado,12,1,365,20,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,130182241.44,494692.517472,9.118618,0.23996363
corporativo_pesado,12,1,365,20,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,113897233.15,432809.485970,7.977934,0.20994563
corporativo_pesado,12,1,365,20,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,83453735.14,2920880.729900,53.840303,0.15382944
corporativo_pesado,12,1,365,20,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,105931872.30,0.000000,0.000000,0.19526316
corporativo_pesado,12,1,365,20,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,6193128.87,216759.510450,3.995506,0.01141573
corporativo_pesado,12,7,365,20,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,130584868.48,496222.500224,9.146820,0.24070579
corporativo_pesado,12,7,365,20,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,114595599.47,435463.277986,8.026851,0.21123293
corporativo_pesado,12,7,365,20,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,83598093.80,2925933.283000,53.933437,0.15409553
corporativo_pesado,12,7,365,20,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,105632845.26,0.000000,0.000000,0.19471197
corporativo_pesado,12,7,365,20,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,6045482.45,211591.885750,3.900252,0.01114358
corporativo_pesado,12,1,365,21,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,133426564.87,507020.946506,9.813936,0.25826148
corporativo_pesado,12,1,365,21,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,121541437.52,461857.462576,8.939748,0.23525654
corporativo_pesado,12,1,365,21,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,103420225.87,3619707.905450,70.063343,0.20018098
corporativo_pesado,12,1,365,21,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,123272604.09,0.000000,0.000000,0.23860739
corporativo_pesado,12,1,365,21,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,7967250.87,278853.780450,5.397515,0.01542147
corporativo_pesado,12,7,365,21,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,134813739.90,512292.211620,9.915967,0.26094650
corporativo_pesado,12,7,365,21,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,121541437.52,461857.462576,8.939748,0.23525654
corporativo_pesado,12,7,365,21,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,103253531.75,3613873.611250,69.950414,0.19985832
corporativo_pesado,12,7,365,21,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,123272604.09,0.000000,0.000000,0.23860739
corporativo_pesado,12,7,365,21,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,6746769.96,236136.948600,4.570685,0.01305910
corporativo_pesado,12,1,365,22,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,116731559.81,443579.927278,7.850019,0.20657944
corporativo_pesado,12,1,365,22,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,100007105.18,380026.999684,6.725325,0.17698223
corporativo_pesado,12,1,365,22,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,116110687.64,4063874.067400,71.918241,0.20548069
corporativo_pesado,12,1,365,22,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,147997887.13,0.000000,0.000000,0.26191136
corporativo_pesado,12,1,365,22,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,15162744.86,530696.070100,9.391710,0.02683346
corporativo_pesado,12,7,365,22,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,118056986.33,448616.548054,7.939152,0.20892505
corporativo_pesado,12,7,365,22,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,100007105.18,380026.999684,6.725325,0.17698223
corporativo_pesado,12,7,365,22,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,114785261.12,4017484.139200,71.097280,0.20313509
corporativo_pesado,12,7,365,22,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,147997887.13,0.000000,0.000000,0.26191136
corporativo_pesado,12,7,365,22,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,15162744.86,530696.070100,9.391710,0.02683346
corporativo_pesado,12,1,365,23,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,139646304.55,530655.957290,9.761843,0.25689060
corporativo_pesado,12,1,365,23,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,104370134.36,396606.510568,7.295896,0.19199725
corporativo_pesado,12,1,365,23,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,99482889.04,3481901.116400,64.052369,0.18300677
corporativo_pesado,12,1,365,23,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,143025334.30,0.000000,0.000000,0.26310660
corporativo_pesado,12,1,365,23,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,8266275.07,289319.627450,5.322267,0.01520648
corporativo_pesado,12,7,365,23,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,141274053.56,536841.403528,9.875629,0.25988498
corporativo_pesado,12,7,365,23,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,104786211.46,398187.603548,7.324981,0.19276266
corporativo_pesado,12,7,365,23,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,98967410.62,3463859.371700,63.720477,0.18205851
corporativo_pesado,12,7,365,23,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,143721527.79,0.000000,0.000000,0.26438730
corporativo_pesado,12,7,365,23,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,8266275.07,289319.627450,5.322267,0.01520648
corporativo_pesado,12,1,365,24,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,110166318.22,418632.009236,8.073488,0.21246022
corporativo_pesado,12,1,365,24,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,121884638.26,463161.625388,8.932260,0.23505947
corporativo_pesado,12,1,365,24,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,117078318.45,4097741.145750,79.026602,0.22579029
corporativo_pesado,12,1,365,24,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,111223515.91,0.000000,0.000000,0.21449907
corporativo_pesado,12,1,365,24,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,5863517.50,205223.112500,3.957811,0.01130803
corporativo_pesado,12,7,365,24,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,111348020.32,423122.477216,8.160089,0.21473918
corporativo_pesado,12,7,365,24,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,121884638.26,463161.625388,8.932260,0.23505947
corporativo_pesado,12,7,365,24,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,115896616.35,4056381.572250,78.228966,0.22351133
corporativo_pesado,12,7,365,24,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,111223515.91,0.000000,0.000000,0.21449907
corporativo_pesado,12,7,365,24,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,5863517.50,205223.112500,3.957811,0.01130803
corporativo_pesado,12,1,365,25,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,149841871.75,569399.112650,9.216632,0.24254293
corporativo_pesado,12,1,365,25,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,128089712.47,486740.907386,7.878677,0.20733360
corporativo_pesado,12,1,365,25,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,104787653.93,3667567.887550,59.365428,0.16961551
corporativo_pesado,12,1,365,25,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,131778716.79,0.000000,0.000000,0.21330484
corporativo_pesado,12,1,365,25,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,5238903.58,183361.625300,2.968000,0.00848000
corporativo_pesado,12,7,365,25,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,150335556.07,571275.113066,9.246998,0.24334204
corporativo_pesado,12,7,365,25,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,128089712.47,486740.907386,7.878677,0.20733360
corporativo_pesado,12,7,365,25,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,104293969.61,3650288.936350,59.085740,0.16881640
corporativo_pesado,12,7,365,25,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,131778716.79,0.000000,0.000000,0.21330484
corporativo_pesado,12,7,365,25,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,5238903.58,183361.625300,2.968000,0.00848000
corporativo_pesado,12,1,365,26,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,124904283.33,474636.276654,9.113224,0.23982169
corporativo_pesado,12,1,365,26,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,110397207.24,419509.387512,8.054764,0.21196747
corporativo_pesado,12,1,365,26,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,97844091.70,3424543.209500,65.752729,0.18786494
corporativo_pesado,12,1,365,26,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,118177878.48,0.000000,0.000000,0.22690670
corporativo_pesado,12,1,365,26,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,5826710.69,203934.874150,3.915639,0.01118754
corporativo_pesado,12,7,365,26,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,124904283.33,474636.276654,9.113224,0.23982169
corporativo_pesado,12,7,365,26,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,110397207.24,419509.387512,8.054764,0.21196747
corporativo_pesado,12,7,365,26,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,97844091.70,3424543.209500,65.752729,0.18786494
corporativo_pesado,12,7,365,26,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,118177878.48,0.000000,0.000000,0.22690670
corporativo_pesado,12,7,365,26,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,5826710.69,203934.874150,3.915639,0.01118754
corporativo_pesado,12,1,365,27,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,125203402.95,475772.931210,9.004340,0.23695632
corporativo_pesado,12,1,365,27,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,141980707.67,539526.689146,10.210925,0.26870856
corporativo_pesado,12,1,365,27,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,92849871.37,3249745.497950,61.503740,0.17572497
corporativo_pesado,12,1,365,27,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,84686232.26,0.000000,0.000000,0.16027470
corporativo_pesado,12,1,365,27,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,8613665.61,301478.296350,5.705691,0.01630197
corporativo_pesado,12,7,365,27,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,125870102.35,478306.388930,9.052288,0.23821810
corporativo_pesado,12,7,365,27,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,141980707.67,539526.689146,10.210925,0.26870856
corporativo_pesado,12,7,365,27,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,92183171.97,3226411.018950,61.062118,0.17446319
corporativo_pesado,12,7,365,27,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,84686232.26,0.000000,0.000000,0.16027470
corporativo_pesado,12,7,365,27,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,8613665.61,301478.296350,5.705691,0.01630197
corporativo_pesado,12,1,365,28,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,137126759.05,521081.684390,8.722915,0.22955038
corporativo_pesado,12,1,365,28,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,120701486.51,458665.648738,7.678069,0.20205446
corporativo_pesado,12,1,365,28,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,106873663.68,3740578.228800,62.617331,0.17890666
corporativo_pesado,12,1,365,28,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,131580006.32,0.000000,0.000000,0.22026511
corporativo_pesado,12,1,365,28,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,8281070.10,289837.453500,4.851883,0.01386252
corporativo_pesado,12,7,365,28,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,138036401.07,524538.324066,8.780779,0.23107313
corporativo_pesado,12,7,365,28,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,120878674.69,459338.963822,7.689341,0.20235107
corporativo_pesado,12,7,365,28,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,106827748.52,3738971.198200,62.590430,0.17882980
corporativo_pesado,12,7,365,28,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,132266545.00,0.000000,0.000000,0.22141438
corporativo_pesado,12,7,365,28,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,8281070.10,289837.453500,4.851883,0.01386252
corporativo_pesado,12,1,365,29,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,120452096.80,457717.967840,7.937296,0.20887620
corporativo_pesado,12,1,365,29,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,122431855.08,465241.049304,8.067754,0.21230930
corporativo_pesado,12,1,365,29,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,122989514.97,4304633.023950,74.646720,0.21327634
corporativo_pesado,12,1,365,29,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,123561248.69,0.000000,0.000000,0.21426779
corporativo_pesado,12,1,365,29,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,2551492.00,89302.220000,1.548591,0.00442455
corporativo_pesado,12,7,365,29,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,121303047.68,460951.581184,7.993370,0.21035184
corporativo_pesado,12,7,365,29,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,125371260.78,476410.790964,8.261448,0.21740653
corporativo_pesado,12,7,365,29,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,122138564.09,4274849.743150,74.130248,0.21180071
corporativo_pesado,12,7,365,29,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,120621842.99,0.000000,0.000000,0.20917056
corporativo_pesado,12,7,365,29,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,2551492.00,89302.220000,1.548591,0.00442455
corporativo_pesado,12,1,365,30,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,149212548.38,567007.683844,10.245860,0.26962790
corporativo_pesado,12,1,365,30,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,140771483.93,534931.638934,9.666244,0.25437485
corporativo_pesado,12,1,365,30,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,103970308.79,3638960.807650,65.756222,0.18787492
corporativo_pesado,12,1,365,30,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,120342679.18,0.000000,0.000000,0.21745988
corporativo_pesado,12,1,365,30,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,7931305.94,277595.707900,5.016170,0.01433191
corporativo_pesado,12,7,365,30,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,149864986.71,569486.949498,10.290661,0.27080686
corporativo_pesado,12,7,365,30,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,140771483.93,534931.638934,9.666244,0.25437485
corporativo_pesado,12,7,365,30,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,103317870.46,3616125.466100,65.343586,0.18669596
corporativo_pesado,12,7,365,30,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,120342679.18,0.000000,0.000000,0.21745988
corporativo_pesado,12,7,365,30,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,7931305.94,277595.707900,5.016170,0.01433191
corporativo_pesado,12,1,365,31,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,101076398.76,384090.315288,7.389588,0.19446285
corporativo_pesado,12,1,365,31,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,116288161.08,441895.012104,8.501704,0.22372906
corporativo_pesado,12,1,365,31,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,128237751.01,4488321.285350,86.351686,0.24671910
corporativo_pesado,12,1,365,31,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,119127251.21,0.000000,0.000000,0.22919124
corporativo_pesado,12,1,365,31,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,6101262.52,213544.188200,4.108418,0.01173834
corporativo_pesado,12,7,365,31,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,105778735.88,401959.196344,7.733371,0.20350977
corporativo_pesado,12,7,365,31,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,116288161.08,441895.012104,8.501704,0.22372906
corporativo_pesado,12,7,365,31,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,123535413.89,4323739.486150,83.185265,0.23767219
corporativo_pesado,12,7,365,31,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,119127251.21,0.000000,0.000000,0.22919124
corporativo_pesado,12,7,365,31,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,6101262.52,213544.188200,4.108418,0.01173834
corporativo_pesado,12,1,365,32,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,120915850.72,459480.232736,9.132959,0.24034103
corporativo_pesado,12,1,365,32,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,104605812.27,397502.086626,7.901037,0.20792202
corporativo_pesado,12,1,365,32,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,78845157.25,2759580.503750,54.851404,0.15671830
corporativo_pesado,12,1,365,32,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,105793908.85,0.000000,0.000000,0.21028357
corporativo_pesado,12,1,365,32,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,10638713.15,372354.960250,7.401195,0.02114627
corporativo_pesado,12,7,365,32,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,122246460.76,464536.550888,9.233462,0.24298584
corporativo_pesado,12,7,365,32,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,104387536.02,396672.636876,7.884550,0.20748816
corporativo_pesado,12,7,365,32,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,77514547.21,2713009.152350,53.925718,0.15407348
corporativo_pesado,12,7,365,32,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,106012185.10,0.000000,0.000000,0.21071743
corporativo_pesado,12,7,365,32,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,10638713.15,372354.960250,7.401195,0.02114627
corporativo_pesado,12,1,365,33,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,125263021.16,475999.480408,9.111212,0.23976873
corporativo_pesado,12,1,365,33,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,117206783.26,445385.776388,8.525228,0.22434811
corporativo_pesado,12,1,365,33,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,107782764.63,3772396.762050,72.208285,0.20630939
corporativo_pesado,12,1,365,33,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,122561515.23,0.000000,0.000000,0.23459772
corporativo_pesado,12,1,365,33,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,6722512.70,235287.944500,4.503699,0.01286771
corporativo_pesado,12,7,365,33,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,126604048.31,481095.383578,9.208754,0.24233562
corporativo_pesado,12,7,365,33,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,120860383.34,459269.456692,8.790979,0.23134155
corporativo_pesado,12,7,365,33,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,110109863.63,3853845.227050,73.767309,0.21076374
corporativo_pesado,12,7,365,33,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,121756616.80,0.000000,0.000000,0.23305705
corporativo_pesado,12,7,365,33,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,5903088.20,206608.087000,3.954731,0.01129923
corporativo_pesado,12,1,365,34,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,126744257.33,481628.177854,8.932417,0.23506361
corporativo_pesado,12,1,365,34,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,121712870.39,462508.907482,8.577826,0.22573226
corporativo_pesado,12,1,365,34,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,103814405.96,3633504.208600,67.388034,0.19253724
corporativo_pesado,12,1,365,34,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,115819493.15,0.000000,0.000000,0.21480223
corporativo_pesado,12,1,365,34,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,6973700.25,244079.508750,4.526770,0.01293363
corporativo_pesado,12,7,365,34,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,126222828.29,479646.747502,8.895669,0.23409656
corporativo_pesado,12,7,365,34,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,122242326.98,464520.842524,8.615140,0.22671420
corporativo_pesado,12,7,365,34,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,104335835.00,3651754.225000,67.726504,0.19350430
corporativo_pesado,12,7,365,34,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,115290036.56,0.000000,0.000000,0.21382028
corporativo_pesado,12,7,365,34,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,6973700.25,244079.508750,4.526770,0.01293363
corporativo_pesado,12,1,365,35,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,131380988.94,499247.757972,9.499405,0.24998434
corporativo_pesado,12,1,365,35,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,132310768.06,502780.918628,9.566632,0.25175347
corporativo_pesado,12,1,365,35,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,83401153.19,2919040.361650,55.541854,0.15869101
corporativo_pesado,12,1,365,35,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,94430277.27,0.000000,0.000000,0.17967661
corporativo_pesado,12,1,365,35,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,11958903.20,418561.612000,7.964154,0.02275473
corporativo_pesado,12,7,365,35,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,131802266.00,500848.610800,9.529865,0.25078592
corporativo_pesado,12,7,365,35,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,132339979.95,502891.923810,9.568744,0.25180905
corporativo_pesado,12,7,365,35,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,83401153.19,2919040.361650,55.541854,0.15869101
corporativo_pesado,12,7,365,35,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,94822342.44,0.000000,0.000000,0.18042260
corporativo_pesado,12,7,365,35,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,11958903.20,418561.612000,7.964154,0.02275473
corporativo_pesado,12,1,365,36,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,117954981.77,448228.930726,8.874178,0.23353099
corporativo_pesado,12,1,365,36,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,100153851.90,380584.637220,7.534935,0.19828775
corporativo_pesado,12,1,365,36,ANEXO_V_DISPONIBILIDADE,OUT,0.03500000,96357282.04,3372504.871400,66.769915,0.19077119
corporativo_pesado,12,1,365,36,ANEXO_V_RECEITA_EXPORTACAO,IN,0E-8,117361726.21,0.000000,0.000000,0.23235645
corporativo_pesado,12,1,365,36,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,3203314.30,112116.000500,2.219708,0.00634202
corporativo_pesado,12,7,365,36,ANEXO_V_BENS_SERVICOS,OUT,0.00380000,117954981.77,448228.930726,8.874178,0.23353099
