# Testes analiticos, nao cotacao nem previsao comercial.
# Base hipotetica: spread=25 bps, tarifa fixa=R$40 e carry=4 bps.
# IOF incerto: BENS_SERVICOS OUT=38 bps e ATIVOS_VIRTUAIS OUT=350 bps na base.
# Cada Ordem e uma posicao liquida; nao ha deducao adicional de autonetting.
# Cada semente representa uma carteira-ano sintetica de 365 dias.
nome_mix,n_clientes,janela_dias,horizonte_dias,seed_base,economia_base_bps,economia_piso_bps,economia_combinada_severa_bps,carry_break_even_base_bps,carry_break_even_piso_bps,spread_minimo_no_piso_bps
equilibrado,12,1,365,70,114.666138,55.308002,38.862944,150.426294,74.627178,0.000000
equilibrado,12,7,365,70,115.749823,54.318812,37.873754,151.810137,73.364003,0.000000
equilibrado,12,1,365,71,130.341921,53.590269,35.460108,154.973857,66.073120,0.000000
equilibrado,12,7,365,71,131.668302,53.556354,35.331231,155.715538,65.710609,0.000000
equilibrado,12,1,365,72,130.507526,63.502874,45.194822,153.696868,76.840101,0.000000
equilibrado,12,7,365,72,132.243448,62.435763,43.939236,154.142370,74.886336,0.000000
equilibrado,12,1,365,73,117.795504,61.252603,44.069479,147.961342,78.858603,0.000000
equilibrado,12,7,365,73,119.904194,61.380971,44.070251,149.458310,78.462552,0.000000
equilibrado,12,1,365,74,112.199143,51.785990,34.463468,140.018416,66.779876,0.000000
equilibrado,12,7,365,74,113.787666,50.203344,32.700117,140.520025,64.232906,0.000000
equilibrado,12,1,365,75,113.482980,59.917547,43.345901,147.808441,79.928999,0.000000
equilibrado,12,7,365,75,114.313355,59.181325,42.568099,148.498152,78.808338,0.000000
equilibrado,12,1,365,76,113.121331,55.874978,40.346675,156.981813,79.563603,0.000000
equilibrado,12,7,365,76,113.169851,55.058497,39.501781,156.767902,78.323426,0.000000
equilibrado,12,1,365,77,110.277749,44.972896,28.610788,145.536331,61.720607,0.000000
equilibrado,12,7,365,77,110.992463,44.670655,28.200418,145.518408,60.956299,0.000000
equilibrado,12,1,365,78,126.199839,62.276688,44.522931,153.275256,77.663870,0.000000
equilibrado,12,7,365,78,127.674168,62.051500,44.178904,154.015002,76.909470,0.000000
equilibrado,12,1,365,79,138.494719,69.524491,51.199324,162.710101,83.672633,0.000000
equilibrado,12,7,365,79,139.570774,69.318156,50.893239,163.077311,83.006124,0.000000
equilibrado,12,1,365,80,140.425590,60.913057,42.001654,159.934353,71.640365,0.000000
equilibrado,12,7,365,80,142.002572,60.941212,41.881990,160.462526,71.146783,0.000000
equilibrado,12,1,365,81,115.569814,54.023933,36.909878,145.811283,70.290694,0.000000
equilibrado,12,7,365,81,117.625866,54.265095,37.027455,147.299384,70.109223,0.000000
equilibrado,12,1,365,82,123.610208,62.554456,46.748995,168.235283,87.113272,0.000000
equilibrado,12,7,365,82,124.352164,61.812257,45.964019,168.775128,85.905471,0.000000
equilibrado,12,1,365,83,137.782566,68.192001,49.721577,160.652272,81.531085,0.000000
equilibrado,12,7,365,83,138.641184,67.704764,49.188161,161.235367,80.785145,0.000000
equilibrado,12,1,365,84,123.919053,65.039738,48.292280,159.384782,85.554735,0.000000
equilibrado,12,7,365,84,125.028427,64.671504,47.917893,160.718272,85.063215,0.000000
equilibrado,12,1,365,85,137.898458,72.504862,54.972109,169.169019,90.843298,0.000000
equilibrado,12,7,365,85,139.068483,72.704710,55.014814,169.090747,90.309095,0.000000
equilibrado,12,1,365,86,138.959324,60.140500,41.092240,157.197500,70.302670,0.000000
equilibrado,12,7,365,86,139.978735,60.438102,41.295762,157.562910,70.303291,0.000000
equilibrado,12,1,365,87,125.571464,72.325847,55.213682,158.100942,92.758072,0.000000
equilibrado,12,7,365,87,126.203223,69.582413,52.470248,158.876235,89.391338,0.000000
equilibrado,12,1,365,88,129.452221,67.020053,49.815929,162.014244,85.807194,0.000000
equilibrado,12,7,365,88,130.071185,65.621432,48.363401,162.273843,83.849785,0.000000
equilibrado,12,1,365,89,124.480599,64.279749,46.480191,150.862780,79.837542,0.000000
equilibrado,12,7,365,89,125.314208,64.074786,46.179363,151.054270,79.190763,0.000000
equilibrado,12,1,365,90,121.462768,57.243452,40.364870,155.121589,75.221178,0.000000
equilibrado,12,7,365,90,122.403425,56.068482,39.137232,155.818202,73.542304,0.000000
equilibrado,12,1,365,91,137.589909,79.277868,61.974981,170.988786,100.217193,0.000000
equilibrado,12,7,365,91,138.473990,77.693254,60.288496,171.078094,97.742087,0.000000
equilibrado,12,1,365,92,126.225987,61.423223,44.843828,163.881933,81.800649,0.000000
equilibrado,12,7,365,92,127.590037,61.126517,44.501573,165.166905,81.212703,0.000000
equilibrado,12,1,365,93,114.659509,52.745456,35.503931,143.654102,68.243422,0.000000
equilibrado,12,7,365,93,116.216279,51.727667,34.434524,145.127721,66.815707,0.000000
equilibrado,12,1,365,94,107.570363,49.961274,34.627095,151.316503,72.421450,0.000000
equilibrado,12,7,365,94,108.302684,48.784543,33.448495,152.301333,70.801787,0.000000
equilibrado,12,1,365,95,129.558116,49.112811,31.055373,154.670346,61.116023,0.000000
equilibrado,12,7,365,95,131.692022,48.622985,30.518528,156.754234,60.399520,0.000000
equilibrado,12,1,365,96,132.809456,64.090658,46.297925,160.749307,79.643456,0.000000
equilibrado,12,7,365,96,134.059363,62.775581,44.882615,161.338175,77.676281,0.000000
equilibrado,12,1,365,97,110.743707,58.595705,42.922691,152.383575,82.511370,0.000000
equilibrado,12,7,365,97,112.585372,57.471579,41.759547,154.476578,80.813944,0.000000
equilibrado,12,1,365,98,126.813937,57.141142,39.848167,157.998527,73.390258,0.000000
equilibrado,12,7,365,98,126.663708,54.322429,37.010176,157.644813,69.893851,0.000000
equilibrado,12,1,365,99,119.690774,50.834046,33.384747,148.046260,65.178100,0.000000
equilibrado,12,7,365,99,120.508994,50.656658,33.201899,148.985610,64.945546,0.000000
equilibrado,12,1,365,100,126.995212,63.803027,46.334114,156.665449,80.699882,0.000000
equilibrado,12,7,365,100,127.962772,62.634939,45.059262,156.894151,78.838296,0.000000
equilibrado,12,1,365,101,133.530954,62.682895,44.407477,157.438353,76.027944,0.000000
equilibrado,12,7,365,101,137.357988,64.813357,46.283671,159.670082,77.454050,0.000000
equilibrado,12,1,365,102,132.597742,75.244501,56.890963,155.717483,90.094274,0.000000
equilibrado,12,7,365,102,133.949982,75.187784,56.750225,156.566271,89.637338,0.000000
equilibrado,12,1,365,103,119.323790,57.841022,41.220845,154.768526,77.083546,0.000000
equilibrado,12,7,365,103,119.138713,54.181074,37.484772,153.848330,72.146980,0.000000
equilibrado,12,1,365,104,108.915168,50.728890,35.462373,153.819276,73.780598,0.000000
equilibrado,12,7,365,104,109.728270,50.133113,34.851938,154.792964,72.894924,0.000000
equilibrado,12,1,365,105,114.550062,51.398831,35.259848,153.052224,70.880017,0.000000
equilibrado,12,7,365,105,116.032004,50.833591,34.628857,154.367916,69.876145,0.000000
equilibrado,12,1,365,106,128.719643,56.726330,39.053990,156.957249,71.407765,0.000000
equilibrado,12,7,365,106,129.148967,56.615318,38.923763,157.300731,71.202780,0.000000
equilibrado,12,1,365,107,100.696827,36.740770,22.405729,151.514986,57.823088,0.000000
equilibrado,12,7,365,107,101.892166,36.184766,21.804554,152.797214,56.842065,0.000000
equilibrado,12,1,365,108,113.207840,50.788693,35.379124,158.278464,73.214301,0.000000
equilibrado,12,7,365,108,114.643960,50.418645,34.895844,159.095924,72.208794,0.000000
equilibrado,12,1,365,109,125.066145,59.639241,41.906568,152.110161,74.628047,0.000000
equilibrado,12,7,365,109,125.726073,59.161474,41.379199,152.476364,73.866817,0.000000
equilibrado,12,1,365,110,130.211021,58.590161,40.398155,154.309506,71.633738,0.000000
equilibrado,12,7,365,110,131.076185,57.693468,39.434262,154.751346,70.353533,0.000000
equilibrado,12,1,365,111,123.521563,67.074274,50.114863,156.950643,87.054757,0.000000
equilibrado,12,7,365,111,125.704402,66.125050,49.145458,159.468544,85.782062,0.000000
equilibrado,12,1,365,112,125.159044,58.834367,41.624153,156.719770,75.790026,0.000000
equilibrado,12,7,365,112,126.426370,58.470453,41.138943,157.186524,74.846655,0.000000
equilibrado,12,1,365,113,122.957697,68.940961,52.406779,160.168091,91.561645,0.000000
equilibrado,12,7,365,113,123.390386,68.748815,52.183070,160.419051,91.151234,0.000000
equilibrado,12,1,365,114,131.365671,63.190630,45.193357,157.283172,77.733572,0.000000
equilibrado,12,7,365,114,132.279267,62.565161,44.446592,157.315894,76.515019,0.000000
equilibrado,12,1,365,115,130.751432,67.524084,49.505433,156.385441,82.696555,0.000000
equilibrado,12,7,365,115,132.744289,67.025500,48.836224,157.256791,81.382712,0.000000
equilibrado,12,1,365,116,116.851162,48.357497,30.909248,144.637287,62.201109,0.000000
equilibrado,12,7,365,116,118.002899,48.391645,30.844108,145.219869,61.912660,0.000000
equilibrado,12,1,365,117,113.372452,48.745569,32.865369,153.923898,68.461212,0.000000
equilibrado,12,7,365,117,113.574942,46.743023,30.856943,154.136080,65.790163,0.000000
equilibrado,12,1,365,118,128.301706,71.709078,54.456360,160.168774,91.284256,0.000000
equilibrado,12,7,365,118,129.966313,71.163008,53.802161,161.209644,90.080084,0.000000
equilibrado,12,1,365,119,117.208016,55.417823,38.509169,149.568555,72.827140,0.000000
equilibrado,12,7,365,119,114.912512,51.750501,34.814568,146.487736,68.168919,0.000000
equilibrado,12,1,365,120,122.080275,48.578146,31.231663,151.792828,62.809677,0.000000
equilibrado,12,7,365,120,124.009582,48.614610,31.209411,153.622031,62.655280,0.000000
equilibrado,12,1,365,121,130.810749,60.528973,42.183352,153.737408,73.286749,0.000000
equilibrado,12,7,365,121,132.267461,60.310047,41.835129,154.345278,72.552996,0.000000
equilibrado,12,1,365,122,132.363383,73.906641,55.743825,157.039652,89.451477,0.000000
equilibrado,12,7,365,122,133.714169,72.830429,54.633194,158.309023,88.047879,0.000000
equilibrado,12,1,365,123,123.090147,51.443284,35.213980,163.273194,70.565329,0.000000
equilibrado,12,7,365,123,124.382961,50.349059,34.014209,163.906101,68.728493,0.000000
equilibrado,12,1,365,124,123.587001,66.880710,50.065716,158.345997,87.526341,0.000000
equilibrado,12,7,365,124,125.028125,65.833236,48.904023,159.092303,85.663451,0.000000
equilibrado,12,1,365,125,126.004379,59.861455,42.535426,156.723510,76.555030,0.000000
equilibrado,12,7,365,125,127.272265,59.579214,42.177522,157.589523,75.898956,0.000000
equilibrado,12,1,365,126,119.063420,41.011283,22.958234,142.499143,51.705900,0.000000
equilibrado,12,7,365,126,120.869104,40.622684,22.534565,144.326984,51.162248,0.000000
equilibrado,12,1,365,127,126.684705,54.381900,37.397856,160.639891,71.240752,0.000000
equilibrado,12,7,365,127,127.251267,53.476886,36.476924,161.193093,70.059830,0.000000
equilibrado,12,1,365,128,131.708018,66.279005,48.720842,161.526068,83.271340,0.000000
equilibrado,12,7,365,128,133.371115,66.429466,48.782242,162.710141,83.050325,0.000000
equilibrado,12,1,365,129,124.163234,47.641047,29.290890,146.092949,58.520622,0.000000
equilibrado,12,7,365,129,124.478100,47.337083,28.957169,146.222651,58.085059,0.000000
equilibrado,12,1,365,130,109.433337,46.945509,31.075200,148.804999,66.119502,0.000000
equilibrado,12,7,365,130,110.475230,46.387251,30.478071,149.826487,65.230829,0.000000
equilibrado,12,1,365,131,117.346243,47.058828,29.075121,141.027983,58.951707,0.000000
equilibrado,12,7,365,131,117.644659,46.620745,28.619524,141.242793,58.387180,0.000000
equilibrado,12,1,365,132,123.011006,62.113975,45.122560,156.031548,80.767796,0.000000
equilibrado,12,7,365,132,124.567959,61.749024,44.680140,157.257069,79.970375,0.000000
equilibrado,12,1,365,133,125.904892,59.844546,42.649830,157.768328,77.088469,0.000000
equilibrado,12,7,365,133,126.510102,58.176916,40.940998,158.138128,74.881936,0.000000
equilibrado,12,1,365,134,126.972316,60.826441,43.017454,153.723206,75.725318,0.000000
equilibrado,12,7,365,134,127.199785,59.613616,41.780248,153.786372,74.199075,0.000000
equilibrado,12,1,365,135,133.077056,65.981879,47.937461,158.874387,80.789368,0.000000
equilibrado,12,7,365,135,134.473664,65.115453,46.991718,159.814844,79.449377,0.000000
equilibrado,12,1,365,136,119.523759,62.355264,46.501629,162.323245,86.596864,0.000000
equilibrado,12,7,365,136,121.474178,61.427200,45.530158,164.467447,85.145361,0.000000
equilibrado,12,1,365,137,136.656402,76.448498,59.030594,168.760607,96.170588,0.000000
equilibrado,12,7,365,137,137.830983,74.521938,57.091686,170.059024,93.784170,0.000000
equilibrado,12,1,365,138,136.108745,52.583526,34.021584,157.986239,63.490222,0.000000
equilibrado,12,7,365,138,138.889847,52.183282,33.418081,159.430618,62.397932,0.000000
equilibrado,12,1,365,139,122.991336,62.573012,45.833723,158.296760,82.499944,0.000000
equilibrado,12,7,365,139,123.723061,61.910095,45.131662,158.852618,81.487093,0.000000
equilibrado,12,1,365,140,128.028833,62.317102,44.172808,152.179119,76.125107,0.000000
equilibrado,12,7,365,140,131.490251,61.591483,43.306153,155.011509,74.735455,0.000000
equilibrado,12,1,365,141,113.828164,48.946210,32.456107,148.959158,66.332564,0.000000
equilibrado,12,7,365,141,113.938668,47.373777,30.883674,149.099884,64.330085,0.000000
equilibrado,12,1,365,142,125.676551,51.547939,34.179952,155.958173,66.327702,0.000000
equilibrado,12,7,365,142,127.790922,51.615565,34.102132,157.231486,65.891170,0.000000
equilibrado,12,1,365,143,113.256032,50.681097,34.638735,152.256016,70.343288,0.000000
equilibrado,12,7,365,143,115.094695,49.392450,33.184062,153.119616,67.994115,0.000000
equilibrado,12,1,365,144,139.240644,70.135528,50.961163,156.498063,80.813292,0.000000
equilibrado,12,7,365,144,139.493645,70.155101,50.958224,156.595995,80.744625,0.000000
equilibrado,12,1,365,145,122.398977,57.811854,40.459386,152.127547,73.964050,0.000000
equilibrado,12,7,365,145,122.954533,56.124841,38.741062,152.531869,71.800083,0.000000
equilibrado,12,1,365,146,114.673159,47.424735,30.672342,147.748797,63.449384,0.000000
equilibrado,12,7,365,146,116.791364,47.716354,30.797494,148.963588,63.226416,0.000000
equilibrado,12,1,365,147,122.292978,60.166628,43.420892,157.361580,79.451995,0.000000
equilibrado,12,7,365,147,123.204670,59.403724,42.566743,157.667577,78.091561,0.000000
equilibrado,12,1,365,148,130.371071,54.362583,35.606412,149.967559,64.866061,0.000000
equilibrado,12,7,365,148,131.600967,54.282483,35.377926,150.188049,64.299331,0.000000
equilibrado,12,1,365,149,131.357403,67.543877,49.054322,153.192637,80.714740,0.000000
equilibrado,12,7,365,149,132.126941,66.139110,47.604615,153.702798,78.937100,0.000000
equilibrado,12,1,365,150,122.826877,62.266028,45.135782,154.573694,80.332038,0.000000
equilibrado,12,7,365,150,125.100479,61.888636,44.691295,156.762573,79.573390,0.000000
equilibrado,12,1,365,151,122.328845,58.870149,41.430027,151.298611,74.886725,0.000000
equilibrado,12,7,365,151,123.205762,57.572415,40.119651,152.247063,73.273882,0.000000
equilibrado,12,1,365,152,113.251609,56.498577,40.459113,152.277012,77.971931,0.000000
equilibrado,12,7,365,152,115.370542,55.831697,39.748154,154.637293,76.898467,0.000000
equilibrado,12,1,365,153,121.218047,63.116249,46.843391,160.430972,85.451041,0.000000
equilibrado,12,7,365,153,121.826434,62.899142,46.598900,160.951971,85.034501,0.000000
equilibrado,12,1,365,154,117.932630,54.334374,37.545189,151.510748,71.961718,0.000000
equilibrado,12,7,365,154,118.888923,54.410254,37.581883,152.360610,71.898154,0.000000
equilibrado,12,1,365,155,119.664608,61.405901,44.451488,152.218447,80.058305,0.000000
equilibrado,12,7,365,155,120.239077,61.204897,44.250484,152.929993,79.809339,0.000000
equilibrado,12,1,365,156,122.174535,62.095244,44.649326,151.063928,78.745286,0.000000
equilibrado,12,7,365,156,123.238703,62.059821,44.549706,151.801015,78.428765,0.000000
equilibrado,12,1,365,157,127.298791,57.168433,39.202555,152.797326,70.823179,0.000000
equilibrado,12,7,365,157,128.655833,54.326315,36.346409,154.266219,67.451533,0.000000
equilibrado,12,1,365,158,129.399980,64.830099,47.042553,156.769785,80.538500,0.000000
equilibrado,12,7,365,158,131.214929,64.884360,47.016531,158.216470,80.258372,0.000000
equilibrado,12,1,365,159,136.532485,69.282715,51.632908,166.448359,86.433593,0.000000
equilibrado,12,7,365,159,137.382564,68.747788,51.020008,166.740842,85.437358,0.000000
equilibrado,12,1,365,160,122.396269,54.356443,36.779926,150.236120,68.943771,0.000000
equilibrado,12,7,365,160,124.040699,54.417454,36.709981,151.104823,68.535833,0.000000
equilibrado,12,1,365,161,125.180009,56.457604,39.179812,156.147924,72.620440,0.000000
equilibrado,12,7,365,161,126.555113,56.350654,39.036910,157.499865,72.348228,0.000000
equilibrado,12,1,365,162,118.855462,53.850912,37.309401,154.890974,72.365529,0.000000
equilibrado,12,7,365,162,120.765041,52.854153,36.223854,156.496709,70.741868,0.000000
equilibrado,12,1,365,163,115.791691,51.159030,34.504602,150.004745,68.507747,0.000000
equilibrado,12,7,365,163,117.024955,50.899083,34.118907,150.454009,67.699018,0.000000
equilibrado,12,1,365,164,121.613736,48.217075,31.490029,156.680184,64.534214,0.000000
equilibrado,12,7,365,164,123.986465,47.427940,30.565507,158.409258,63.065424,0.000000
equilibrado,12,1,365,165,120.582905,48.049112,29.718716,142.144370,59.046893,0.000000
equilibrado,12,7,365,165,123.016385,47.850837,29.456118,144.439443,58.628047,0.000000
equilibrado,12,1,365,166,136.604414,60.223379,42.054977,161.894607,73.609367,0.000000
equilibrado,12,7,365,166,137.495426,59.703586,41.475607,162.405051,72.783013,0.000000
equilibrado,12,1,365,167,113.642481,52.212133,35.603485,147.689727,70.017101,0.000000
equilibrado,12,7,365,167,115.663981,50.949067,34.317907,150.047756,68.332879,0.000000
equilibrado,12,1,365,168,129.444918,66.525432,49.487607,163.547552,85.996034,0.000000
equilibrado,12,7,365,168,129.585481,64.386121,47.316712,163.425268,83.212382,0.000000
equilibrado,12,1,365,169,131.255932,58.839917,40.536737,154.595392,71.509484,0.000000
equilibrado,12,7,365,169,133.028293,57.307315,38.873137,155.544276,69.283823,0.000000
equilibrado,12,1,365,170,130.589921,64.516651,46.955653,160.163581,81.151063,0.000000
equilibrado,12,7,365,170,131.298984,63.431070,45.803481,160.418366,79.566345,0.000000
equilibrado,12,1,365,171,132.788879,64.644299,46.688375,159.300638,79.603476,0.000000
equilibrado,12,7,365,171,133.103362,62.219227,44.170084,158.864450,76.391458,0.000000
equilibrado,12,1,365,172,108.024573,43.667924,27.093947,140.872160,59.329292,0.000000
equilibrado,12,7,365,172,109.832216,42.354217,25.556821,141.311553,56.950978,0.000000
equilibrado,12,1,365,173,137.075591,52.091864,32.894483,153.946881,60.983250,0.000000
equilibrado,12,7,365,173,138.550348,52.090659,32.766207,154.563509,60.607237,0.000000
equilibrado,12,1,365,174,121.575894,54.725877,36.874071,147.015994,68.376871,0.000000
equilibrado,12,7,365,174,122.453697,54.055807,36.073843,147.005938,67.128363,0.000000
equilibrado,12,1,365,175,111.058592,56.729564,40.826453,150.652465,78.911183,0.000000
equilibrado,12,7,365,175,113.311514,54.814555,38.842753,152.983928,76.071120,0.000000
equilibrado,12,1,365,176,137.883343,68.272474,50.723425,168.997556,85.697986,0.000000
equilibrado,12,7,365,176,139.266317,68.278029,50.591724,169.359167,85.070557,0.000000
equilibrado,12,1,365,177,116.795267,67.167918,50.804865,153.892603,90.201901,0.000000
equilibrado,12,7,365,177,117.199395,66.353394,49.955334,154.090151,88.974764,0.000000
equilibrado,12,1,365,178,133.823142,65.340858,46.989861,157.140779,78.772941,0.000000
equilibrado,12,7,365,178,135.162821,64.843568,46.382006,157.747513,77.759464,0.000000
equilibrado,12,1,365,179,134.624747,70.463105,52.046651,157.510534,84.347997,0.000000
equilibrado,12,7,365,179,135.462320,70.629488,52.086488,157.411461,83.988095,0.000000
equilibrado,12,1,365,180,137.995649,61.093821,42.074100,156.363362,71.454735,0.000000
equilibrado,12,7,365,180,139.644971,60.945195,41.883180,157.842308,71.141332,0.000000
equilibrado,12,1,365,181,127.775358,53.946497,36.232157,155.475162,67.952506,0.000000
equilibrado,12,7,365,181,128.000480,53.072654,35.344181,155.621072,66.866426,0.000000
equilibrado,12,1,365,182,124.152510,61.779303,44.684988,156.518701,79.894550,0.000000
equilibrado,12,7,365,182,125.488224,60.111152,42.889829,157.022663,77.300651,0.000000
equilibrado,12,1,365,183,127.877603,62.956875,44.405916,148.759614,75.268249,0.000000
equilibrado,12,7,365,183,129.110976,61.627925,43.022744,149.729864,73.560539,0.000000
equilibrado,12,1,365,184,113.979348,46.195228,29.118721,144.167208,60.809030,0.000000
equilibrado,12,7,365,184,114.724735,44.664233,27.526658,144.581117,58.730549,0.000000
equilibrado,12,1,365,185,118.140937,44.686717,27.112699,145.172023,57.398207,0.000000
equilibrado,12,7,365,185,119.741785,44.356881,26.698758,146.403441,56.751615,0.000000
equilibrado,12,1,365,186,133.944207,70.602248,52.333298,157.967707,85.156673,0.000000
equilibrado,12,7,365,186,135.514223,69.272790,50.869902,158.638700,83.048930,0.000000
equilibrado,12,1,365,187,129.249938,62.748364,45.265822,159.254808,79.373230,0.000000
equilibrado,12,7,365,187,130.339388,62.906150,45.322073,159.659416,79.126442,0.000000
equilibrado,12,1,365,188,138.108682,57.455465,38.335238,155.686605,67.104102,0.000000
equilibrado,12,7,365,188,139.365118,57.447058,38.216455,156.188024,66.732729,0.000000
equilibrado,12,1,365,189,114.667900,59.399798,43.930799,159.667855,84.638427,0.000000
equilibrado,12,7,365,189,115.968233,56.352093,40.700310,159.594599,79.607613,0.000000
equilibrado,12,1,365,190,122.560438,59.497335,42.694332,157.173168,78.358377,0.000000
equilibrado,12,7,365,190,124.330969,56.698966,39.798565,158.490438,74.452664,0.000000
equilibrado,12,1,365,191,113.513968,48.883944,31.798533,143.522153,64.084174,0.000000
equilibrado,12,7,365,191,115.651106,48.120475,31.015282,145.984556,63.077380,0.000000
equilibrado,12,1,365,192,117.901038,55.470283,38.763229,152.196193,73.723599,0.000000
equilibrado,12,7,365,192,118.824674,55.091906,38.337686,152.936695,73.053052,0.000000
equilibrado,12,1,365,193,125.439886,55.538773,37.569409,150.596040,68.905705,0.000000
equilibrado,12,7,365,193,126.676899,54.834973,36.755086,151.136698,67.691462,0.000000
equilibrado,12,1,365,194,107.893181,48.326454,31.622886,139.645079,64.756811,0.000000
equilibrado,12,7,365,194,110.369293,47.981748,31.254303,142.560022,64.237335,0.000000
equilibrado,12,1,365,195,119.827881,56.900357,39.513134,148.726130,72.723309,0.000000
equilibrado,12,7,365,195,121.712003,56.668285,39.156364,149.954979,71.955650,0.000000
equilibrado,12,1,365,196,119.498631,43.597463,26.190647,148.166012,56.597024,0.000000
equilibrado,12,7,365,196,119.648852,43.134479,25.685705,148.000140,55.913336,0.000000
equilibrado,12,1,365,197,112.224366,51.088922,33.935807,141.392636,66.546503,0.000000
equilibrado,12,7,365,197,116.190745,50.513992,33.178555,144.752474,65.192217,0.000000
equilibrado,12,1,365,198,137.511306,60.526895,41.862788,158.721435,72.102095,0.000000
equilibrado,12,7,365,198,139.542332,60.917983,42.056959,159.367438,71.826521,0.000000
equilibrado,12,1,365,199,116.929140,50.988138,33.231714,142.288652,64.302170,0.000000
equilibrado,12,7,365,199,120.104748,52.046175,33.979644,143.606198,64.496931,0.000000
equilibrado,12,1,365,200,104.574929,47.096724,31.090104,141.197829,65.788885,0.000000
equilibrado,12,7,365,200,105.279538,46.943732,30.851936,141.391146,65.262171,0.000000
equilibrado,12,1,365,201,122.655847,59.530984,42.704545,157.078901,78.296806,0.000000
equilibrado,12,7,365,201,123.227465,59.434444,42.577408,157.513154,78.041684,0.000000
equilibrado,12,1,365,202,108.305147,49.913385,33.343167,141.258791,67.256927,0.000000
equilibrado,12,7,365,202,108.575295,47.731184,31.136186,141.395690,64.401024,0.000000
equilibrado,12,1,365,203,122.653025,56.356800,38.441805,147.774169,70.061576,0.000000
equilibrado,12,7,365,203,124.791119,55.773765,37.694697,148.952909,68.784814,0.000000
equilibrado,12,1,365,204,114.052253,52.484558,36.450113,153.372012,72.738002,0.000000
equilibrado,12,7,365,204,115.135455,50.458836,34.399401,154.556016,69.982119,0.000000
equilibrado,12,1,365,205,118.542184,62.303667,46.093746,157.571746,84.714583,0.000000
equilibrado,12,7,365,205,119.441327,61.417688,45.151487,158.201209,83.291499,0.000000
equilibrado,12,1,365,206,133.157598,67.480036,49.272763,157.582009,81.830478,0.000000
equilibrado,12,7,365,206,134.996975,67.256196,48.951798,158.877340,81.160697,0.000000
equilibrado,12,1,365,207,135.270346,69.548517,51.792408,163.983095,86.254443,0.000000
equilibrado,12,7,365,207,136.461830,69.753139,51.900388,164.518591,86.049871,0.000000
equilibrado,12,1,365,208,108.697982,43.629604,27.093364,142.039701,59.406893,0.000000
equilibrado,12,7,365,208,111.254022,43.598250,26.996091,144.724737,59.147240,0.000000
equilibrado,12,1,365,209,113.506571,59.198067,42.466422,146.462860,78.299892,0.000000
equilibrado,12,7,365,209,115.804192,58.297964,41.421524,148.099587,76.542387,0.000000
equilibrado,12,1,365,210,108.639880,46.406161,30.135592,144.218666,63.895224,0.000000
equilibrado,12,7,365,210,110.371324,45.621694,29.342557,146.378420,62.851742,0.000000
equilibrado,12,1,365,211,119.129165,59.263704,42.885489,156.746344,79.987388,0.000000
equilibrado,12,7,365,211,122.906165,58.648818,42.219951,161.103315,78.967140,0.000000
equilibrado,12,1,365,212,119.654784,57.439358,40.779491,154.826562,76.403130,0.000000
equilibrado,12,7,365,212,120.859867,57.443073,40.712709,155.703645,76.102707,0.000000
equilibrado,12,1,365,213,129.936207,57.637848,40.598742,164.141051,75.036286,0.000000
equilibrado,12,7,365,213,131.992584,57.338219,40.229330,166.011938,74.378772,0.000000
equilibrado,12,1,365,214,131.517489,60.824327,42.404261,153.937968,73.343447,0.000000
equilibrado,12,7,365,214,132.047153,59.166839,40.669052,153.909295,71.170393,0.000000
equilibrado,12,1,365,215,134.396287,70.247626,52.004401,158.705214,84.862903,0.000000
equilibrado,12,7,365,215,136.429617,70.354997,51.959606,159.746728,84.316582,0.000000
equilibrado,12,1,365,216,131.350976,63.206569,45.531478,160.059762,79.096527,0.000000
equilibrado,12,7,365,216,131.448674,62.645864,44.957018,160.054395,78.372469,0.000000
equilibrado,12,1,365,217,117.421220,58.737383,42.823205,158.946465,81.508561,0.000000
equilibrado,12,7,365,217,119.145245,59.585192,43.592033,160.445024,82.239017,0.000000
equilibrado,12,1,365,218,126.776622,60.522154,43.520659,160.592644,78.756086,0.000000
equilibrado,12,7,365,218,126.665710,60.423895,43.382353,160.087983,78.459329,0.000000
equilibrado,12,1,365,219,116.842837,52.905313,36.353239,152.241216,71.122198,0.000000
equilibrado,12,7,365,219,118.106579,52.792054,36.168664,153.201707,70.691158,0.000000
equilibrado,12,1,365,220,127.773790,68.135979,50.793948,158.725222,86.507957,0.000000
equilibrado,12,7,365,220,128.182452,67.031023,49.672150,159.069485,85.091180,0.000000
equilibrado,12,1,365,221,119.399066,54.766486,39.291922,166.032377,78.321720,0.000000
equilibrado,12,7,365,221,120.000214,53.761342,38.255383,166.518455,76.809955,0.000000
equilibrado,12,1,365,222,117.630241,60.337823,43.870295,154.006428,80.945020,0.000000
equilibrado,12,7,365,222,118.706240,59.816501,43.297460,154.906523,80.042339,0.000000
equilibrado,12,1,365,223,112.480233,56.741500,40.774486,151.935293,78.627072,0.000000
equilibrado,12,7,365,223,115.174641,53.884356,37.861524,154.951309,74.622439,0.000000
equilibrado,12,1,365,224,118.014959,55.077097,39.069280,158.818995,76.253389,0.000000
equilibrado,12,7,365,224,118.795602,54.235019,38.208344,159.659714,75.064983,0.000000
equilibrado,12,1,365,225,125.766985,55.024670,37.509200,154.787086,69.971285,0.000000
