# Contrato de leitura: cada Ordem e uma posicao liquida que o cliente decidiu enviar ao orquestrador.
# O baseline executa cada posicao liquida sozinha; nao ha segunda deducao de autonetting.
# Spread, custo fixo e duas regras de IOF ainda nao sao dados calibrados/confirmados.
nome_mix,n_clientes,janela_dias,horizonte_dias,n_sementes,economia_produto_bps_p10,economia_produto_bps_p50,economia_produto_bps_p90,iof_evitado_bps_p10,iof_evitado_bps_p50,iof_evitado_bps_p90,spread_evitado_bps_p10,spread_evitado_bps_p50,spread_evitado_bps_p90,fixo_evitado_bps_p10,fixo_evitado_bps_p50,fixo_evitado_bps_p90,carry_criado_bps_p10,carry_criado_bps_p50,carry_criado_bps_p90,espera_criada_bps_p10,espera_criada_bps_p50,espera_criada_bps_p90,participacao_iof_p10,participacao_iof_p50,participacao_iof_p90,participacao_spread_p10,participacao_spread_p50,participacao_spread_p90,participacao_fixo_p10,participacao_fixo_p50,participacao_fixo_p90,participacao_carry_p10,participacao_carry_p50,participacao_carry_p90,delta_bps_por_1bp_spread_p10,delta_bps_por_1bp_spread_p50,delta_bps_por_1bp_spread_p90,delta_bps_por_1real_fixo_p10,delta_bps_por_1real_fixo_p50,delta_bps_por_1real_fixo_p90,delta_bps_por_1bp_carry_p10,delta_bps_por_1bp_carry_p50,delta_bps_por_1bp_carry_p90
corporativo_pesado,24,7,365,300,105.066758,114.534627,123.253241,85.777914,94.589025,102.798409,22.475429,23.431568,24.332170,0.238173,0.249529,0.261926,-3.893147,-3.747411,-3.596069,0.000000,0.000000,0.000000,0.814890,0.825649,0.834719,0.194398,0.205068,0.217586,0.001999,0.002191,0.002400,-0.034814,-0.032792,-0.031104,0.899017,0.937263,0.973287,0.005954,0.006238,0.006548,-0.973287,-0.936853,-0.899017
corporativo_pesado,32,1,365,300,102.608275,109.694365,116.426112,82.937927,89.212777,95.992634,22.753300,23.806886,24.472111,0.252830,0.263302,0.274622,-3.915538,-3.808777,-3.640528,0.000000,0.000000,0.000000,0.805471,0.815745,0.824055,0.206871,0.216562,0.228333,0.002230,0.002409,0.002599,-0.036533,-0.034630,-0.033099,0.910132,0.952275,0.978884,0.006321,0.006583,0.006866,-0.978884,-0.952194,-0.910132
corporativo_pesado,32,7,365,300,102.577693,109.632729,116.322739,82.937927,89.180647,95.854380,22.753300,23.813792,24.472111,0.252848,0.263400,0.274622,-3.915538,-3.810072,-3.640528,0.000000,0.000000,0.000000,0.805471,0.815473,0.823664,0.207183,0.217047,0.228333,0.002230,0.002411,0.002601,-0.036533,-0.034681,-0.033149,0.910132,0.952552,0.978884,0.006321,0.006585,0.006866,-0.978884,-0.952518,-0.910132
psp_dominante,2,1,365,300,82.972558,119.768778,148.739535,74.607757,107.778716,133.812494,9.614402,13.889008,17.243878,0.258382,0.336879,0.431659,-2.759020,-2.216421,-1.538303,0.000000,0.000000,0.000000,0.899154,0.899684,0.900162,0.115870,0.115939,0.116000,0.002397,0.002930,0.003515,-0.018560,-0.018550,-0.018539,0.384576,0.555560,0.689755,0.006460,0.008422,0.010791,-0.689755,-0.554105,-0.384576
psp_dominante,2,7,365,300,82.972558,119.768778,148.739535,74.607757,107.778716,133.812494,9.614402,13.889008,17.243878,0.260130,0.336356,0.432845,-2.759020,-2.216421,-1.538303,0.000000,0.000000,0.000000,0.899147,0.899684,0.900159,0.115869,0.115939,0.116000,0.002401,0.002930,0.003523,-0.018560,-0.018550,-0.018539,0.384576,0.555560,0.689755,0.006503,0.008409,0.010821,-0.689755,-0.554105,-0.384576
psp_dominante,3,1,365,300,98.239286,124.375035,151.033322,88.305737,111.857766,135.903271,11.379605,14.414659,17.513309,0.308228,0.373023,0.437879,-2.802130,-2.306221,-1.820737,0.000000,0.000000,0.000000,0.899203,0.899624,0.899986,0.115877,0.115931,0.115978,0.002593,0.002997,0.003460,-0.018556,-0.018549,-0.018540,0.455184,0.576586,0.700532,0.007706,0.009326,0.010947,-0.700532,-0.576555,-0.455184
psp_dominante,3,7,365,300,98.239286,124.375035,151.033322,88.305737,111.857766,135.903271,11.379605,14.414659,17.513309,0.309419,0.373659,0.437518,-2.802130,-2.306221,-1.820737,0.000000,0.000000,0.000000,0.899197,0.899621,0.899979,0.115876,0.115931,0.115977,0.002601,0.003000,0.003467,-0.018556,-0.018549,-0.018540,0.455184,0.576586,0.700532,0.007735,0.009341,0.010938,-0.700532,-0.576555,-0.455184
psp_dominante,4,1,365,300,147.446521,162.601777,174.889904,132.459192,146.148647,157.185137,17.069484,18.833588,20.255817,0.594297,0.656700,0.723378,-3.240930,-3.013303,-2.731118,0.000000,0.000000,0.000000,0.898245,0.898675,0.898976,0.115753,0.115809,0.115847,0.003712,0.004051,0.004522,-0.018536,-0.018529,-0.018521,0.682779,0.753344,0.810233,0.014857,0.016417,0.018084,-0.810233,-0.753326,-0.682779
psp_dominante,4,7,365,300,149.984561,164.671166,177.741190,134.752924,147.970779,159.736147,17.365068,19.068399,20.584555,0.609652,0.676493,0.744692,-3.293529,-3.050390,-2.778411,0.000000,0.000000,0.000000,0.898233,0.898631,0.898951,0.115752,0.115803,0.115844,0.003740,0.004095,0.004536,-0.018535,-0.018528,-0.018520,0.694603,0.762736,0.823382,0.015241,0.016912,0.018617,-0.823382,-0.762597,-0.694603
psp_dominante,6,1,365,300,161.722884,174.406630,185.384894,144.364811,155.664895,165.599335,18.603713,20.059909,21.340120,1.602986,1.762651,1.936943,-3.414419,-3.209382,-2.976594,0.000000,0.000000,0.000000,0.892095,0.893210,0.894071,0.114961,0.115104,0.115215,0.009148,0.010115,0.011338,-0.018434,-0.018416,-0.018394,0.744149,0.802396,0.853605,0.040075,0.044066,0.048424,-0.853605,-0.802345,-0.744149
psp_dominante,6,7,365,300,163.738571,176.613661,188.022745,146.089364,157.671845,167.920395,18.825949,20.318537,21.639226,1.613380,1.777755,1.942402,-3.462276,-3.250054,-3.012152,0.000000,0.000000,0.000000,0.892151,0.893283,0.894098,0.114968,0.115114,0.115219,0.009118,0.010025,0.011276,-0.018435,-0.018418,-0.018395,0.753038,0.812741,0.865569,0.040334,0.044444,0.048560,-0.865569,-0.812513,-0.753038
psp_dominante,8,1,365,300,162.659162,178.605027,190.724630,145.504196,159.734435,170.867050,18.750541,20.584335,22.018950,1.376048,1.507235,1.616417,-3.523032,-3.291517,-3.000087,0.000000,0.000000,0.000000,0.893853,0.894663,0.895434,0.115187,0.115292,0.115391,0.007637,0.008502,0.009389,-0.018463,-0.018446,-0.018430,0.750022,0.823373,0.880758,0.034401,0.037681,0.040410,-0.880758,-0.822879,-0.750022
psp_dominante,8,7,365,300,163.144883,180.360086,192.475822,145.958886,161.326642,172.435093,18.809135,20.789516,22.221017,1.386323,1.513739,1.627936,-3.555363,-3.325401,-3.009462,0.000000,0.000000,0.000000,0.893842,0.894668,0.895436,0.115186,0.115292,0.115391,0.007635,0.008487,0.009402,-0.018463,-0.018447,-0.018430,0.752365,0.831581,0.888841,0.034658,0.037843,0.040698,-0.888841,-0.831350,-0.752365
psp_dominante,12,1,365,300,180.768745,189.761620,197.890373,161.420928,169.486553,176.865453,20.801666,21.841051,22.791940,1.731992,1.848435,1.958637,-3.646710,-3.494249,-3.328267,0.000000,0.000000,0.000000,0.892895,0.893547,0.894181,0.115064,0.115148,0.115229,0.009027,0.009733,0.010452,-0.018437,-0.018424,-0.018410,0.832067,0.873642,0.911678,0.043300,0.046211,0.048966,-0.911678,-0.873562,-0.832067
psp_dominante,12,7,365,300,181.262394,191.278802,199.510007,162.040242,170.958136,178.400538,20.881475,22.030688,22.989760,1.737713,1.855743,1.968624,-3.678362,-3.524774,-3.341036,0.000000,0.000000,0.000000,0.892920,0.893573,0.894219,0.115067,0.115151,0.115234,0.008984,0.009701,0.010423,-0.018438,-0.018424,-0.018411,0.835259,0.881228,0.919590,0.043443,0.046394,0.049216,-0.919590,-0.881194,-0.835259
psp_dominante,16,1,365,300,162.102871,170.237693,178.092560,141.875884,149.548354,157.209912,22.003069,22.915222,23.620094,1.423746,1.505622,1.590135,-3.779215,-3.666348,-3.520491,0.000000,0.000000,0.000000,0.874289,0.878368,0.881783,0.130382,0.134276,0.138897,0.008323,0.008851,0.009519,-0.022223,-0.021475,-0.020861,0.880123,0.916609,0.944804,0.035594,0.037641,0.039753,-0.944804,-0.916587,-0.880123
psp_dominante,16,7,365,300,163.198727,171.614616,179.737609,142.930145,150.620124,158.238433,22.142621,23.083795,23.785229,1.428768,1.511743,1.600876,-3.805637,-3.691719,-3.542819,0.000000,0.000000,0.000000,0.874575,0.878581,0.881878,0.130329,0.133924,0.138696,0.008276,0.008827,0.009475,-0.022191,-0.021426,-0.020853,0.885705,0.923352,0.951409,0.035719,0.037794,0.040022,-0.951409,-0.922930,-0.885705
psp_dominante,24,1,365,300,177.569251,184.403743,189.660469,156.916356,163.194491,168.073347,22.663875,23.405098,23.944257,1.480678,1.547344,1.614802,-3.831081,-3.743930,-3.626220,0.000000,0.000000,0.000000,0.882596,0.885144,0.887218,0.124414,0.126682,0.129599,0.008006,0.008440,0.008865,-0.020736,-0.020266,-0.019906,0.906555,0.936204,0.957770,0.037017,0.038684,0.040370,-0.957770,-0.935982,-0.906555
psp_dominante,24,7,365,300,178.088573,185.009474,190.741787,157.547266,163.738032,168.990633,22.765334,23.489038,24.013749,1.485504,1.550356,1.619806,-3.842200,-3.756181,-3.642453,0.000000,0.000000,0.000000,0.882851,0.885184,0.887263,0.124390,0.126652,0.129463,0.007991,0.008418,0.008842,-0.020714,-0.020254,-0.019902,0.910613,0.939562,0.960550,0.037138,0.038759,0.040495,-0.960550,-0.939045,-0.910613
psp_dominante,32,1,365,300,185.021324,190.887525,196.659539,163.631762,169.205619,174.394849,22.986393,23.725298,24.206675,1.722428,1.793516,1.865661,-3.873068,-3.795352,-3.677823,0.000000,0.000000,0.000000,0.884730,0.886544,0.888194,0.122047,0.123817,0.125984,0.009022,0.009424,0.009843,-0.020157,-0.019810,-0.019528,0.919456,0.949012,0.968267,0.043061,0.044838,0.046642,-0.968267,-0.948838,-0.919456
psp_dominante,32,7,365,300,185.813317,191.354761,196.931214,164.241593,169.572990,174.877971,23.005599,23.798217,24.248385,1.725119,1.795922,1.867876,-3.879742,-3.807275,-3.680896,0.000000,0.000000,0.000000,0.884792,0.886557,0.888226,0.122042,0.123779,0.125951,0.009006,0.009411,0.009833,-0.020152,-0.019804,-0.019527,0.920224,0.951929,0.969935,0.043128,0.044898,0.046697,-0.969935,-0.951819,-0.920224
outbound_extremo,2,1,365,300,9.202714,14.418764,20.521570,6.039927,10.157415,14.744189,1.064356,2.461314,4.213404,1.873601,2.249685,2.714978,-0.674145,-0.390444,-0.170297,0.000000,0.000000,0.000000,0.647277,0.694655,0.727508,0.107032,0.172151,0.225304,0.114428,0.154030,0.232188,-0.036049,-0.027510,-0.017125,0.042574,0.098453,0.168536,0.046840,0.056242,0.067874,-0.168536,-0.097611,-0.042574
outbound_extremo,2,7,365,300,9.222593,14.418764,20.809503,6.039927,10.197844,14.744189,1.064356,2.461314,4.213404,1.873601,2.248949,2.714978,-0.674145,-0.390444,-0.170297,0.000000,0.000000,0.000000,0.648033,0.696985,0.728700,0.107032,0.171693,0.225071,0.113914,0.154338,0.232188,-0.036011,-0.027449,-0.017125,0.042574,0.098453,0.168536,0.046840,0.056224,0.067874,-0.168536,-0.097611,-0.042574
outbound_extremo,3,1,365,300,6.628717,10.488203,14.685988,4.160639,6.996984,9.984342,1.359328,2.474775,3.886452,1.203233,1.365948,1.583421,-0.621833,-0.395457,-0.217492,0.000000,0.000000,0.000000,0.628673,0.666774,0.691838,0.187865,0.240744,0.279917,0.096530,0.129759,0.196480,-0.044787,-0.038478,-0.030059,0.054373,0.098991,0.155458,0.030081,0.034149,0.039586,-0.155458,-0.098864,-0.054373
outbound_extremo,3,7,365,300,6.628717,10.551905,14.683245,4.160639,7.057309,9.995372,1.359328,2.474775,3.886452,1.203233,1.368474,1.588330,-0.621833,-0.395457,-0.217492,0.000000,0.000000,0.000000,0.629324,0.667051,0.693249,0.186808,0.239843,0.278814,0.096150,0.129480,0.196480,-0.044610,-0.038346,-0.029889,0.054373,0.098991,0.155458,0.030081,0.034212,0.039708,-0.155458,-0.098864,-0.054373
outbound_extremo,4,1,365,300,11.129860,15.479971,20.242911,6.938740,10.331266,13.932424,1.670737,2.691075,4.005133,2.579415,2.888266,3.265953,-0.640821,-0.430444,-0.267318,0.000000,0.000000,0.000000,0.616326,0.665209,0.695306,0.140594,0.177633,0.209151,0.145640,0.187747,0.250611,-0.033464,-0.028415,-0.022495,0.066829,0.107643,0.160205,0.064485,0.072207,0.081649,-0.160205,-0.107611,-0.066830
outbound_extremo,4,7,365,300,11.129860,15.522323,20.350110,6.938740,10.334670,13.950116,1.670737,2.691075,4.005133,2.579415,2.892764,3.270495,-0.640821,-0.430444,-0.267318,0.000000,0.000000,0.000000,0.617656,0.666528,0.695329,0.140955,0.177595,0.208289,0.145898,0.186903,0.250611,-0.033326,-0.028359,-0.022553,0.066829,0.107643,0.160205,0.064485,0.072319,0.081762,-0.160205,-0.107611,-0.066830
outbound_extremo,6,1,365,300,12.055549,15.647247,19.994476,7.339921,10.047836,13.221944,1.913540,2.795508,3.879744,2.912588,3.213375,3.544676,-0.620759,-0.446838,-0.306166,0.000000,0.000000,0.000000,0.605555,0.644939,0.676208,0.152396,0.179314,0.204801,0.166110,0.206316,0.255557,-0.032768,-0.028679,-0.024383,0.076542,0.111820,0.155190,0.072815,0.080334,0.088617,-0.155190,-0.111710,-0.076542
outbound_extremo,6,7,365,300,12.057861,15.647247,19.994476,7.339921,10.047836,13.397330,1.913540,2.795508,3.879744,2.919330,3.213593,3.544942,-0.620759,-0.446838,-0.306166,0.000000,0.000000,0.000000,0.606048,0.645853,0.676703,0.152396,0.179244,0.204442,0.165975,0.205973,0.255557,-0.032711,-0.028655,-0.024383,0.076542,0.111820,0.155190,0.072983,0.080340,0.088624,-0.155190,-0.111710,-0.076542
outbound_extremo,8,1,365,300,22.338154,27.574880,32.534841,16.266738,20.532680,24.703920,4.499720,5.506178,6.690829,2.177554,2.325146,2.531456,-1.070533,-0.880209,-0.719955,0.000000,0.000000,0.000000,0.725483,0.746935,0.763393,0.185542,0.200719,0.218070,0.071975,0.085390,0.103678,-0.034891,-0.032114,-0.029687,0.179989,0.220247,0.267633,0.054439,0.058129,0.063286,-0.267633,-0.220052,-0.179989
outbound_extremo,8,7,365,300,22.490617,27.768631,32.812175,16.539685,20.812452,24.967565,4.499720,5.506178,6.692619,2.178246,2.323897,2.531729,-1.070819,-0.880209,-0.719955,0.000000,0.000000,0.000000,0.726783,0.748245,0.765847,0.184216,0.198925,0.215787,0.071853,0.084033,0.103130,-0.034526,-0.031821,-0.029475,0.179989,0.220247,0.267705,0.054456,0.058097,0.063293,-0.267705,-0.220052,-0.179989
outbound_extremo,12,1,365,300,20.476526,24.341667,28.318260,14.419217,17.506069,20.726817,3.947289,4.762547,5.834886,2.649133,2.820029,2.970579,-0.933582,-0.761652,-0.631566,0.000000,0.000000,0.000000,0.694825,0.718535,0.735953,0.183240,0.197285,0.212167,0.098246,0.115924,0.136797,-0.033947,-0.031534,-0.029318,0.157892,0.190502,0.233395,0.066228,0.070501,0.074264,-0.233395,-0.190413,-0.157892
outbound_extremo,12,7,365,300,20.640961,24.416594,28.531044,14.442435,17.619252,21.011261,3.947289,4.762547,5.834886,2.650145,2.820029,2.970579,-0.933582,-0.761652,-0.631566,0.000000,0.000000,0.000000,0.696748,0.719242,0.736643,0.182042,0.196712,0.211071,0.097470,0.115664,0.135297,-0.033771,-0.031469,-0.029127,0.157892,0.190502,0.233395,0.066254,0.070501,0.074264,-0.233395,-0.190413,-0.157892
outbound_extremo,16,1,365,300,18.871032,22.294889,25.483233,12.631838,15.497739,18.127412,3.627213,4.351391,5.190437,2.916317,3.083107,3.238160,-0.830470,-0.695756,-0.580354,0.000000,0.000000,0.000000,0.670087,0.693757,0.713429,0.183988,0.198180,0.211051,0.119352,0.139234,0.163010,-0.033768,-0.031687,-0.029438,0.145089,0.174056,0.207617,0.072908,0.077078,0.080954,-0.207617,-0.173939,-0.145089
outbound_extremo,16,7,365,300,18.876541,22.337810,25.660698,12.649149,15.570977,18.179036,3.627213,4.351391,5.190437,2.916317,3.082908,3.239082,-0.830470,-0.695756,-0.580354,0.000000,0.000000,0.000000,0.670566,0.695192,0.715442,0.183177,0.197240,0.210707,0.119352,0.139120,0.162962,-0.033713,-0.031539,-0.029308,0.145089,0.174056,0.207617,0.072908,0.077073,0.080977,-0.207617,-0.173939,-0.145089
outbound_extremo,24,1,365,300,22.596541,25.163225,27.951755,16.058119,18.114914,20.457665,4.247050,4.825191,5.426667,2.854401,2.967940,3.109784,-0.868267,-0.771450,-0.679528,0.000000,0.000000,0.000000,0.705026,0.720022,0.737044,0.178977,0.191053,0.202455,0.105855,0.118410,0.132594,-0.032393,-0.030564,-0.028636,0.169882,0.193008,0.217067,0.071360,0.074198,0.077745,-0.217067,-0.192863,-0.169882
outbound_extremo,24,7,365,300,22.596541,25.189550,27.988633,16.132369,18.135184,20.477961,4.247050,4.825191,5.426667,2.854401,2.967940,3.109784,-0.868267,-0.771450,-0.679528,0.000000,0.000000,0.000000,0.705511,0.720359,0.737926,0.178862,0.190549,0.202237,0.105624,0.118340,0.132516,-0.032358,-0.030469,-0.028618,0.169882,0.193008,0.217067,0.071360,0.074198,0.077745,-0.217067,-0.192863,-0.169882
outbound_extremo,32,1,365,300,25.319812,27.515159,30.184587,18.551248,20.429411,22.691969,4.468214,5.027249,5.514480,2.820104,2.916034,3.038038,-0.882317,-0.804319,-0.714914,0.000000,0.000000,0.000000,0.728990,0.740131,0.753834,0.172519,0.181751,0.190829,0.096319,0.106426,0.115976,-0.030533,-0.029057,-0.027603,0.178729,0.201090,0.220579,0.070503,0.072901,0.075951,-0.220579,-0.201080,-0.178729
outbound_extremo,32,7,365,300,25.319812,27.515159,30.184587,18.551248,20.429411,22.691969,4.468214,5.027249,5.514480,2.820104,2.916034,3.038038,-0.882317,-0.804319,-0.714914,0.000000,0.000000,0.000000,0.729060,0.740194,0.753841,0.172043,0.181545,0.190686,0.096276,0.106340,0.115976,-0.030510,-0.029040,-0.027527,0.178729,0.201090,0.220579,0.070503,0.072901,0.075951,-0.220579,-0.201080,-0.178729
