# Contrato de leitura: cada Ordem e uma posicao liquida que o cliente decidiu enviar ao orquestrador.
# O baseline executa cada posicao liquida sozinha; nao ha segunda deducao de autonetting.
# Spread, custo fixo e duas regras de IOF ainda nao sao dados calibrados/confirmados.
nome_mix,n_clientes,janela_dias,horizonte_dias,seed_base,volume_bruto_brl,economia_produto_bps,iof_evitado_bps,spread_evitado_bps,fixo_evitado_bps,carry_criado_bps,espera_criada_bps,participacao_iof,participacao_spread,participacao_fixo,participacao_carry,delta_bps_por_1bp_spread,delta_bps_por_1real_fixo,delta_bps_por_1bp_carry,erro_recomposicao_brl
equilibrado,12,7,365,116,502848529.56,118.002899,99.220797,20.889922,1.234567,-3.342388,0.000000,0.840834,0.177029,0.010462,-0.028325,0.835597,0.030864,-0.835597,-0.01
equilibrado,12,1,365,117,470550776.50,113.372452,96.246050,18.905003,1.246199,-3.024800,0.000000,0.848937,0.166751,0.010992,-0.026680,0.756200,0.031155,-0.756200,-0.01
equilibrado,12,7,365,117,470550776.50,113.574942,96.437569,18.911992,1.251300,-3.025919,0.000000,0.849110,0.166516,0.011017,-0.026642,0.756480,0.031282,-0.756480,-0.01
equilibrado,12,1,365,118,432657636.19,128.301706,109.714900,20.538959,1.334080,-3.286233,0.000000,0.855132,0.160083,0.010398,-0.025613,0.821558,0.033352,-0.821558,0.00
equilibrado,12,7,365,118,432657636.19,129.966313,111.262140,20.667676,1.343325,-3.306828,0.000000,0.856084,0.159023,0.010336,-0.025444,0.826707,0.033583,-0.826707,0.01
equilibrado,12,1,365,119,491062642.57,117.208016,99.101143,20.129351,1.198218,-3.220696,0.000000,0.845515,0.171740,0.010223,-0.027478,0.805174,0.029955,-0.805174,0.00
equilibrado,12,7,365,119,491062642.57,114.912512,96.771835,20.161837,1.204734,-3.225894,0.000000,0.842135,0.175454,0.010484,-0.028073,0.806473,0.030118,-0.806473,0.00
equilibrado,12,1,365,120,457899552.23,122.080275,103.372797,20.650572,1.360997,-3.304091,0.000000,0.846761,0.169156,0.011148,-0.027065,0.826023,0.034025,-0.826023,0.00
equilibrado,12,7,365,120,457899552.23,124.009582,105.232912,20.720465,1.371480,-3.315274,0.000000,0.848587,0.167088,0.011059,-0.026734,0.828819,0.034287,-0.828819,0.00
equilibrado,12,1,365,121,459709214.27,130.810749,111.149511,21.840028,1.315614,-3.494404,0.000000,0.849697,0.166959,0.010057,-0.026713,0.873601,0.032890,-0.873601,0.01
equilibrado,12,7,365,121,459709214.27,132.267461,112.477797,21.993952,1.314744,-3.519032,0.000000,0.850381,0.166284,0.009940,-0.026605,0.879758,0.032869,-0.879758,0.00
equilibrado,12,1,365,122,475598858.24,132.363383,112.961716,21.622391,1.238859,-3.459583,0.000000,0.853421,0.163356,0.009360,-0.026137,0.864896,0.030971,-0.864896,0.01
equilibrado,12,7,365,122,475598858.24,133.714169,114.272190,21.663372,1.244746,-3.466140,0.000000,0.854600,0.162013,0.009309,-0.025922,0.866535,0.031119,-0.866535,0.01
equilibrado,12,1,365,123,449676833.02,123.090147,105.524780,19.320591,1.336071,-3.091294,0.000000,0.857297,0.156963,0.010854,-0.025114,0.772824,0.033402,-0.772824,-0.01
equilibrado,12,7,365,123,449676833.02,124.382961,106.707592,19.446250,1.340518,-3.111400,0.000000,0.857896,0.156342,0.010777,-0.025015,0.777850,0.033513,-0.777850,-0.01
equilibrado,12,1,365,124,489043530.39,123.587001,105.581114,20.017846,1.190896,-3.202855,0.000000,0.854306,0.161974,0.009636,-0.025916,0.800714,0.029772,-0.800714,0.01
equilibrado,12,7,365,124,489043530.39,125.028125,106.895751,20.153820,1.203165,-3.224611,0.000000,0.854974,0.161194,0.009623,-0.025791,0.806153,0.030079,-0.806153,0.00
equilibrado,12,1,365,125,462076981.38,126.004379,107.403228,20.626237,1.275112,-3.300198,0.000000,0.852377,0.163695,0.010120,-0.026191,0.825049,0.031878,-0.825049,-0.01
equilibrado,12,7,365,125,462076981.38,127.272265,108.588537,20.716298,1.282037,-3.314608,0.000000,0.853199,0.162772,0.010073,-0.026043,0.828652,0.032051,-0.828652,-0.01
equilibrado,12,1,365,126,472756059.98,119.063420,99.721760,21.491722,1.288614,-3.438676,0.000000,0.837552,0.180507,0.010823,-0.028881,0.859669,0.032215,-0.859669,0.00
equilibrado,12,7,365,126,472756059.98,120.869104,101.486449,21.533474,1.294537,-3.445356,0.000000,0.839639,0.178155,0.010710,-0.028505,0.861339,0.032363,-0.861339,0.00
equilibrado,12,1,365,127,434081552.50,126.684705,108.281583,20.219088,1.419088,-3.235054,0.000000,0.854733,0.159602,0.011202,-0.025536,0.808764,0.035477,-0.808764,0.00
equilibrado,12,7,365,127,434081552.50,127.251267,108.832225,20.238040,1.419088,-3.238086,0.000000,0.855255,0.159040,0.011152,-0.025446,0.809522,0.035477,-0.809522,0.00
equilibrado,12,1,365,128,480293518.78,131.708018,112.888128,20.902573,1.261728,-3.344412,0.000000,0.857109,0.158704,0.009580,-0.025393,0.836103,0.031543,-0.836103,-0.01
equilibrado,12,7,365,128,480293518.78,133.371115,114.453824,21.008612,1.270057,-3.361378,0.000000,0.858161,0.157520,0.009523,-0.025203,0.840344,0.031751,-0.840344,0.01
equilibrado,12,1,365,129,437019737.16,124.163234,104.430979,21.845436,1.382089,-3.495270,0.000000,0.841078,0.175941,0.011131,-0.028151,0.873817,0.034552,-0.873817,0.00
equilibrado,12,7,365,129,437019737.16,124.478100,104.710595,21.880862,1.387580,-3.500938,0.000000,0.841197,0.175781,0.011147,-0.028125,0.875234,0.034690,-0.875234,0.00
equilibrado,12,1,365,130,490464367.91,109.433337,92.392718,18.893215,1.170319,-3.022914,0.000000,0.844283,0.172646,0.010694,-0.027623,0.755729,0.029258,-0.755729,0.00
equilibrado,12,7,365,130,490464367.91,110.475230,93.390835,18.939502,1.175213,-3.030320,0.000000,0.845355,0.171437,0.010638,-0.027430,0.757580,0.029380,-0.757580,0.00
equilibrado,12,1,365,131,482897815.01,117.346243,98.185474,21.409177,1.177061,-3.425468,0.000000,0.836716,0.182445,0.010031,-0.029191,0.856367,0.029427,-0.856367,0.00
equilibrado,12,7,365,131,482897815.01,117.644659,98.464720,21.430026,1.178717,-3.428804,0.000000,0.836967,0.182159,0.010019,-0.029145,0.857201,0.029468,-0.857201,0.01
equilibrado,12,1,365,132,460145533.31,123.011006,104.756510,20.227877,1.263079,-3.236460,0.000000,0.851603,0.164440,0.010268,-0.026310,0.809115,0.031577,-0.809115,0.00
equilibrado,12,7,365,132,460145533.31,124.567959,106.228174,20.320099,1.270902,-3.251216,0.000000,0.852773,0.163125,0.010202,-0.026100,0.812804,0.031773,-0.812804,0.00
equilibrado,12,1,365,133,498414904.36,125.904892,107.496723,20.469908,1.213447,-3.275185,0.000000,0.853793,0.162582,0.009638,-0.026013,0.818796,0.030336,-0.818796,0.00
equilibrado,12,7,365,133,498414904.36,126.510102,108.055118,20.518952,1.219065,-3.283032,0.000000,0.854122,0.162192,0.009636,-0.025951,0.820758,0.030477,-0.820758,0.00
equilibrado,12,1,365,134,491924041.97,126.972316,107.953377,21.201185,1.209943,-3.392190,0.000000,0.850212,0.166975,0.009529,-0.026716,0.848047,0.030249,-0.848047,0.00
equilibrado,12,7,365,134,491924041.97,127.199785,108.149968,21.230201,1.216448,-3.396832,0.000000,0.850237,0.166904,0.009563,-0.026705,0.849208,0.030411,-0.849208,0.00
equilibrado,12,1,365,135,483147783.88,133.077056,113.792440,21.481447,1.240200,-3.437032,0.000000,0.855087,0.161421,0.009319,-0.025827,0.859258,0.031005,-0.859258,0.00
equilibrado,12,7,365,135,483147783.88,134.473664,115.103104,21.575877,1.246823,-3.452140,0.000000,0.855953,0.160447,0.009272,-0.025671,0.863035,0.031171,-0.863035,0.00
equilibrado,12,1,365,136,470430617.78,119.523759,102.434670,18.873364,1.235464,-3.019738,0.000000,0.857023,0.157905,0.010337,-0.025265,0.754935,0.030887,-0.754935,0.00
equilibrado,12,7,365,136,470430617.78,121.474178,104.338274,18.925047,1.238865,-3.028008,0.000000,0.858934,0.155795,0.010199,-0.024927,0.757002,0.030972,-0.757002,0.00
equilibrado,12,1,365,137,452517143.02,136.656402,117.999206,20.735602,1.239290,-3.317696,0.000000,0.863474,0.151735,0.009069,-0.024278,0.829424,0.030982,-0.829424,0.01
equilibrado,12,7,365,137,452517143.02,137.830983,119.148184,20.750299,1.252549,-3.320048,0.000000,0.864451,0.150549,0.009088,-0.024088,0.830012,0.031314,-0.830012,0.01
equilibrado,12,1,365,138,488418519.29,136.108745,116.312626,22.097538,1.234187,-3.535606,0.000000,0.854557,0.162352,0.009068,-0.025976,0.883902,0.030855,-0.883902,0.01
equilibrado,12,7,365,138,488418519.29,138.889847,118.882276,22.339516,1.242377,-3.574322,0.000000,0.855946,0.160843,0.008945,-0.025735,0.893581,0.031059,-0.893581,0.00
equilibrado,12,1,365,139,488063180.04,122.991336,105.048098,19.927733,1.203942,-3.188437,0.000000,0.854110,0.162025,0.009789,-0.025924,0.797109,0.030099,-0.797109,0.00
equilibrado,12,7,365,139,488063180.04,123.723061,105.733319,19.974314,1.211319,-3.195890,0.000000,0.854597,0.161444,0.009791,-0.025831,0.798973,0.030283,-0.798973,0.01
equilibrado,12,1,365,140,481938367.16,128.028833,108.657817,21.600361,1.226713,-3.456058,0.000000,0.848698,0.168715,0.009582,-0.026994,0.864014,0.030668,-0.864014,0.01
equilibrado,12,7,365,140,481938367.16,131.490251,111.975726,21.768241,1.229203,-3.482919,0.000000,0.851590,0.165550,0.009348,-0.026488,0.870730,0.030730,-0.870730,0.00
equilibrado,12,1,365,141,503190701.00,113.828164,96.186207,19.631080,1.151850,-3.140973,0.000000,0.845012,0.172462,0.010119,-0.027594,0.785243,0.028796,-0.785243,0.00
equilibrado,12,7,365,141,503190701.00,113.938668,96.295121,19.631080,1.153439,-3.140973,0.000000,0.845149,0.172295,0.010123,-0.027567,0.785243,0.028836,-0.785243,0.00
equilibrado,12,1,365,142,410645759.68,125.676551,106.887379,20.676185,1.421176,-3.308190,0.000000,0.850496,0.164519,0.011308,-0.026323,0.827047,0.035529,-0.827047,0.00
equilibrado,12,7,365,142,410645759.68,127.790922,108.849494,20.849326,1.427995,-3.335892,0.000000,0.851778,0.163152,0.011174,-0.026104,0.833973,0.035700,-0.833973,0.00
equilibrado,12,1,365,143,504018488.77,113.256032,96.018471,19.098057,1.195194,-3.055689,0.000000,0.847800,0.168627,0.010553,-0.026980,0.763922,0.029880,-0.763922,-0.01
equilibrado,12,7,365,143,504018488.77,115.094695,97.684771,19.295691,1.201543,-3.087311,0.000000,0.848734,0.167651,0.010440,-0.026824,0.771828,0.030039,-0.771828,-0.01
equilibrado,12,1,365,144,523740114.59,139.240644,118.931354,22.826637,1.134914,-3.652262,0.000000,0.854143,0.163937,0.008151,-0.026230,0.913065,0.028373,-0.913065,0.00
equilibrado,12,7,365,144,523740114.59,139.493645,119.158806,22.853417,1.137969,-3.656547,0.000000,0.854224,0.163831,0.008158,-0.026213,0.914137,0.028449,-0.914137,0.01
equilibrado,12,1,365,145,463457769.00,122.398977,103.758806,20.657690,1.287712,-3.305230,0.000000,0.847710,0.168773,0.010521,-0.027004,0.826308,0.032193,-0.826308,0.01
equilibrado,12,7,365,145,463457769.00,122.954533,104.274413,20.694973,1.296342,-3.311196,0.000000,0.848073,0.168314,0.010543,-0.026930,0.827799,0.032409,-0.827799,0.00
equilibrado,12,1,365,146,505994006.23,114.673159,96.722332,19.943326,1.198433,-3.190932,0.000000,0.843461,0.173915,0.010451,-0.027826,0.797733,0.029961,-0.797733,0.01
equilibrado,12,7,365,146,505994006.23,116.791364,98.665383,20.141490,1.207129,-3.222638,0.000000,0.844800,0.172457,0.010336,-0.027593,0.805660,0.030178,-0.805660,0.01
equilibrado,12,1,365,147,433838401.35,122.292978,104.169761,19.935412,1.377471,-3.189666,0.000000,0.851805,0.163014,0.011264,-0.026082,0.797416,0.034437,-0.797416,0.00
equilibrado,12,7,365,147,433838401.35,123.204670,104.989294,20.044026,1.378393,-3.207044,0.000000,0.852154,0.162689,0.011188,-0.026030,0.801761,0.034460,-0.801761,0.01
equilibrado,12,1,365,148,502222364.76,130.371071,110.361270,22.328777,1.253628,-3.572604,0.000000,0.846517,0.171271,0.009616,-0.027403,0.893151,0.031341,-0.893151,0.00
equilibrado,12,7,365,148,502222364.76,131.600967,111.436420,22.505413,1.260000,-3.600866,0.000000,0.846775,0.171013,0.009574,-0.027362,0.900217,0.031500,-0.900217,0.00
equilibrado,12,1,365,149,523486624.90,131.357403,111.728572,22.011366,1.139284,-3.521819,0.000000,0.850569,0.167569,0.008673,-0.026811,0.880455,0.028482,-0.880455,0.00
equilibrado,12,7,365,149,523486624.90,132.126941,112.442467,22.064873,1.149982,-3.530380,0.000000,0.851018,0.166998,0.008704,-0.026720,0.882595,0.028750,-0.882595,0.01
equilibrado,12,1,365,150,493416010.88,122.826877,104.534933,20.393150,1.161697,-3.262904,0.000000,0.851075,0.166032,0.009458,-0.026565,0.815726,0.029042,-0.815726,0.01
equilibrado,12,7,365,150,493416010.88,125.100479,106.732519,20.473030,1.170615,-3.275685,0.000000,0.853174,0.163653,0.009357,-0.026184,0.818921,0.029265,-0.818921,0.01
equilibrado,12,1,365,151,517290076.36,122.328845,103.749712,20.762048,1.139013,-3.321928,0.000000,0.848121,0.169723,0.009311,-0.027156,0.830482,0.028475,-0.830482,0.00
equilibrado,12,7,365,151,517290076.36,123.205762,104.608568,20.777105,1.144426,-3.324337,0.000000,0.849056,0.168637,0.009289,-0.026982,0.831084,0.028611,-0.831084,0.00
equilibrado,12,1,365,152,450869226.51,113.251609,95.944382,19.094588,1.267773,-3.055134,0.000000,0.847179,0.168603,0.011194,-0.026977,0.763784,0.031694,-0.763783,0.01
equilibrado,12,7,365,152,450869226.51,115.370542,98.015668,19.147086,1.271322,-3.063534,0.000000,0.849573,0.165962,0.011019,-0.026554,0.765883,0.031783,-0.765883,0.01
equilibrado,12,1,365,153,491340638.04,121.218047,103.788360,19.372444,1.156835,-3.099591,0.000000,0.856212,0.159815,0.009543,-0.025570,0.774898,0.028921,-0.774898,0.01
equilibrado,12,7,365,153,491340638.04,121.826434,104.365295,19.405039,1.160905,-3.104806,0.000000,0.856672,0.159284,0.009529,-0.025485,0.776202,0.029023,-0.776202,0.01
equilibrado,12,1,365,154,496720651.28,117.932630,99.952427,19.987133,1.191011,-3.197941,0.000000,0.847538,0.169479,0.010099,-0.027117,0.799485,0.029775,-0.799485,-0.01
equilibrado,12,7,365,154,496720651.28,118.888923,100.863103,20.033769,1.197454,-3.205403,0.000000,0.848381,0.168508,0.010072,-0.026961,0.801351,0.029936,-0.801351,-0.01
equilibrado,12,1,365,155,389913851.79,119.664608,101.296545,20.183831,1.413646,-3.229413,0.000000,0.846504,0.168670,0.011813,-0.026987,0.807353,0.035341,-0.807353,0.00
equilibrado,12,7,365,155,389913851.79,120.239077,101.864859,20.183831,1.419801,-3.229413,0.000000,0.847186,0.167864,0.011808,-0.026858,0.807353,0.035495,-0.807353,0.00
equilibrado,12,1,365,156,491710978.23,122.174535,103.540938,20.768938,1.187690,-3.323030,0.000000,0.847484,0.169994,0.009721,-0.027199,0.830758,0.029692,-0.830758,0.00
equilibrado,12,7,365,156,491710978.23,123.238703,104.532764,20.845375,1.195824,-3.335260,0.000000,0.848214,0.169146,0.009703,-0.027063,0.833815,0.029896,-0.833815,0.01
equilibrado,12,1,365,157,494280360.37,127.298791,108.078563,21.387952,1.254349,-3.422072,0.000000,0.849015,0.168014,0.009854,-0.026882,0.855518,0.031359,-0.855518,0.00
equilibrado,12,7,365,157,494280360.37,128.655833,109.415922,21.404640,1.260014,-3.424742,0.000000,0.850454,0.166371,0.009794,-0.026619,0.856186,0.031500,-0.856186,-0.01
equilibrado,12,1,365,158,472094798.39,129.399980,110.400814,21.175649,1.211621,-3.388104,0.000000,0.853175,0.163645,0.009363,-0.026183,0.847026,0.030291,-0.847026,0.01
equilibrado,12,7,365,158,472094798.39,131.214929,112.131244,21.271223,1.215857,-3.403396,0.000000,0.854562,0.162110,0.009266,-0.025938,0.850849,0.030396,-0.850849,-0.01
equilibrado,12,1,365,159,459490730.70,136.532485,117.590822,21.011665,1.291865,-3.361866,0.000000,0.861266,0.153895,0.009462,-0.024623,0.840467,0.032297,-0.840467,0.00
equilibrado,12,7,365,159,459490730.70,137.382564,118.351607,21.104494,1.303182,-3.376719,0.000000,0.861475,0.153618,0.009486,-0.024579,0.844180,0.032580,-0.844180,0.00
equilibrado,12,1,365,160,432042093.47,122.396269,103.465252,20.924428,1.354498,-3.347909,0.000000,0.845330,0.170956,0.011066,-0.027353,0.836977,0.033862,-0.836977,0.00
equilibrado,12,7,365,160,432042093.47,124.040699,104.970388,21.080335,1.362830,-3.372854,0.000000,0.846258,0.169947,0.010987,-0.027192,0.843213,0.034071,-0.843213,0.00
equilibrado,12,1,365,161,497228147.08,125.180009,106.660931,20.568806,1.241281,-3.291009,0.000000,0.852060,0.164314,0.009916,-0.026290,0.822752,0.031032,-0.822752,-0.01
equilibrado,12,7,365,161,497228147.08,126.555113,107.994448,20.611609,1.246913,-3.297858,0.000000,0.853339,0.162867,0.009853,-0.026059,0.824464,0.031173,-0.824464,0.01
equilibrado,12,1,365,162,460810314.45,118.855462,101.061374,19.692277,1.252576,-3.150764,0.000000,0.850288,0.165683,0.010539,-0.026509,0.787691,0.031314,-0.787691,0.01
equilibrado,12,7,365,162,460810314.45,120.765041,102.876084,19.797982,1.258652,-3.167677,0.000000,0.851870,0.163938,0.010422,-0.026230,0.791919,0.031466,-0.791919,0.01
equilibrado,12,1,365,163,500225674.12,115.791691,97.934605,19.826701,1.202657,-3.172272,0.000000,0.845783,0.171227,0.010386,-0.027396,0.793068,0.030066,-0.793068,0.00
equilibrado,12,7,365,163,500225674.12,117.024955,99.038914,19.976411,1.205856,-3.196226,0.000000,0.846306,0.170702,0.010304,-0.027312,0.799056,0.030146,-0.799056,0.00
equilibrado,12,1,365,164,435545817.05,121.613736,103.538497,19.913149,1.348193,-3.186104,0.000000,0.851372,0.163741,0.011086,-0.026199,0.796526,0.033705,-0.796526,0.00
equilibrado,12,7,365,164,435545817.05,123.986465,105.768494,20.074322,1.355541,-3.211891,0.000000,0.853065,0.161907,0.010933,-0.025905,0.802973,0.033889,-0.802973,0.00
equilibrado,12,1,365,165,444849750.83,120.582905,100.919034,21.821889,1.333484,-3.491502,0.000000,0.836927,0.180970,0.011059,-0.028955,0.872876,0.033337,-0.872876,0.00
equilibrado,12,7,365,165,444849750.83,123.016385,103.280997,21.898465,1.340677,-3.503754,0.000000,0.839571,0.178013,0.010898,-0.028482,0.875939,0.033517,-0.875939,0.00
equilibrado,12,1,365,166,451311177.65,136.604414,117.104789,21.629038,1.331232,-3.460646,0.000000,0.857255,0.158333,0.009745,-0.025333,0.865162,0.033281,-0.865162,0.00
equilibrado,12,7,365,166,451311177.65,137.495426,117.927359,21.699967,1.340095,-3.471995,0.000000,0.857682,0.157823,0.009746,-0.025252,0.867999,0.033502,-0.867999,0.00
equilibrado,12,1,365,167,461451327.53,113.642481,95.786471,19.772193,1.247369,-3.163551,0.000000,0.842876,0.173986,0.010976,-0.027838,0.790888,0.031184,-0.790888,0.01
equilibrado,12,7,365,167,461451327.53,115.663981,97.781123,19.798995,1.251703,-3.167839,0.000000,0.845390,0.171177,0.010822,-0.027388,0.791960,0.031293,-0.791960,0.00
equilibrado,12,1,365,168,475695980.28,129.444917,111.176900,20.283119,1.230197,-3.245299,0.000000,0.858874,0.156693,0.009504,-0.025071,0.811325,0.030755,-0.811325,0.00
equilibrado,12,7,365,168,475695980.28,129.585481,111.282514,20.320721,1.233561,-3.251315,0.000000,0.858758,0.156813,0.009519,-0.025090,0.812829,0.030839,-0.812829,-0.01
equilibrado,12,1,365,169,456963277.02,131.255932,111.702766,21.789495,1.249991,-3.486319,0.000000,0.851030,0.166008,0.009523,-0.026561,0.871580,0.031250,-0.871580,0.00
equilibrado,12,7,365,169,456963277.02,133.028293,113.335366,21.945456,1.258744,-3.511273,0.000000,0.851964,0.164968,0.009462,-0.026395,0.877818,0.031469,-0.877818,0.00
equilibrado,12,1,365,170,449912536.40,130.589921,111.665107,20.905945,1.363821,-3.344951,0.000000,0.855082,0.160089,0.010444,-0.025614,0.836238,0.034096,-0.836238,0.00
equilibrado,12,7,365,170,449912536.40,131.298984,112.306687,20.985222,1.364710,-3.357635,0.000000,0.855351,0.159828,0.010394,-0.025572,0.839409,0.034118,-0.839409,0.00
equilibrado,12,1,365,171,451939915.26,132.788879,113.538093,21.376099,1.294862,-3.420176,0.000000,0.855027,0.160978,0.009751,-0.025756,0.855044,0.032372,-0.855044,0.00
equilibrado,12,7,365,171,451939915.26,133.103362,113.747853,21.487073,1.306368,-3.437932,0.000000,0.854583,0.161431,0.009815,-0.025829,0.859483,0.032659,-0.859483,-0.01
equilibrado,12,1,365,172,460547886.01,108.024573,90.130433,19.730921,1.320167,-3.156947,0.000000,0.834351,0.182652,0.012221,-0.029224,0.789237,0.033004,-0.789237,0.00
equilibrado,12,7,365,172,460547886.01,109.832216,91.710305,19.996907,1.324509,-3.199505,0.000000,0.835004,0.182068,0.012059,-0.029131,0.799876,0.033113,-0.799876,0.01
equilibrado,12,1,365,173,463000309.94,137.075591,116.579725,22.854023,1.298487,-3.656644,0.000000,0.850478,0.166726,0.009473,-0.026676,0.914161,0.032462,-0.914161,-0.01
equilibrado,12,7,365,173,463000309.94,138.550348,117.922233,23.005291,1.303671,-3.680847,0.000000,0.851115,0.166043,0.009409,-0.026567,0.920212,0.032592,-0.920212,0.00
equilibrado,12,1,365,174,511477798.39,121.575894,102.525211,21.252147,1.198879,-3.400343,0.000000,0.843302,0.174806,0.009861,-0.027969,0.850086,0.029972,-0.850086,0.00
equilibrado,12,7,365,174,511477798.39,122.453697,103.261904,21.407101,1.209828,-3.425136,0.000000,0.843273,0.174818,0.009880,-0.027971,0.856284,0.030246,-0.856284,-0.01
equilibrado,12,1,365,175,469692224.63,111.058592,93.884867,18.932268,1.270619,-3.029163,0.000000,0.845363,0.170471,0.011441,-0.027275,0.757291,0.031765,-0.757291,-0.01
equilibrado,12,7,365,175,469692224.63,113.311514,96.061420,19.014060,1.278284,-3.042250,0.000000,0.847764,0.167803,0.011281,-0.026849,0.760562,0.031957,-0.760562,-0.01
equilibrado,12,1,365,176,482072100.74,137.883343,119.110413,20.891722,1.223883,-3.342675,0.000000,0.863849,0.151517,0.008876,-0.024243,0.835669,0.030597,-0.835669,-0.01
equilibrado,12,7,365,176,482072100.74,139.266317,120.347834,21.055122,1.232181,-3.368820,0.000000,0.864156,0.151186,0.008848,-0.024190,0.842205,0.030805,-0.842205,0.00
equilibrado,12,1,365,177,434966500.74,116.795267,99.133723,19.479825,1.298491,-3.116772,0.000000,0.848782,0.166786,0.011118,-0.026686,0.779193,0.032462,-0.779193,0.00
equilibrado,12,7,365,177,434966500.74,117.199395,99.496410,19.521497,1.304928,-3.123440,0.000000,0.848950,0.166567,0.011134,-0.026651,0.780860,0.032623,-0.780860,0.00
equilibrado,12,1,365,178,473060204.62,133.823142,114.210579,21.846417,1.261573,-3.495427,0.000000,0.853444,0.163248,0.009427,-0.026120,0.873857,0.031539,-0.873857,-0.01
equilibrado,12,7,365,178,473060204.62,135.162821,115.431222,21.978060,1.270029,-3.516490,0.000000,0.854016,0.162604,0.009396,-0.026017,0.879122,0.031751,-0.879122,0.00
equilibrado,12,1,365,179,467666287.08,134.624747,114.874871,21.924341,1.333429,-3.507895,0.000000,0.853297,0.162855,0.009905,-0.026057,0.876974,0.033336,-0.876974,0.00
equilibrado,12,7,365,179,467666287.08,135.462320,115.579905,22.074998,1.339417,-3.532000,0.000000,0.853225,0.162960,0.009888,-0.026074,0.883000,0.033485,-0.883000,0.00
equilibrado,12,1,365,180,467251469.76,137.995649,117.707236,22.642520,1.268696,-3.622803,0.000000,0.852978,0.164081,0.009194,-0.026253,0.905701,0.031717,-0.905701,0.00
equilibrado,12,7,365,180,467251469.76,139.644971,119.315966,22.692883,1.266984,-3.630861,0.000000,0.854424,0.162504,0.009073,-0.026001,0.907715,0.031675,-0.907715,-0.01
equilibrado,12,1,365,181,476182698.80,127.775358,108.855600,21.088498,1.205420,-3.374160,0.000000,0.851930,0.165044,0.009434,-0.026407,0.843540,0.030135,-0.843540,0.01
equilibrado,12,7,365,181,476182698.80,128.000480,109.063222,21.105331,1.208780,-3.376853,0.000000,0.852053,0.164885,0.009444,-0.026382,0.844213,0.030219,-0.844213,0.01
equilibrado,12,1,365,182,455272809.04,124.152510,105.741186,20.350372,1.317013,-3.256059,0.000000,0.851704,0.163914,0.010608,-0.026226,0.814015,0.032925,-0.814015,0.01
equilibrado,12,7,365,182,455272809.04,125.488224,106.945495,20.501576,1.321406,-3.280252,0.000000,0.852235,0.163374,0.010530,-0.026140,0.820063,0.033035,-0.820063,0.00
equilibrado,12,1,365,183,514873267.54,127.877603,108.146546,22.084477,1.180096,-3.533516,0.000000,0.845704,0.172700,0.009228,-0.027632,0.883379,0.029502,-0.883379,-0.01
equilibrado,12,7,365,183,514873267.54,129.110976,109.321034,22.149029,1.184758,-3.543845,0.000000,0.846721,0.171550,0.009176,-0.027448,0.885961,0.029619,-0.885961,0.00
equilibrado,12,1,365,184,478345545.30,113.979348,95.631792,20.329177,1.271048,-3.252668,0.000000,0.839027,0.178358,0.011152,-0.028537,0.813167,0.031776,-0.813167,0.00
equilibrado,12,7,365,184,478345545.30,114.724735,96.307752,20.401872,1.279410,-3.264300,0.000000,0.839468,0.177833,0.011152,-0.028453,0.816075,0.031985,-0.816075,-0.01
equilibrado,12,1,365,185,468793983.23,118.140937,99.278514,20.921442,1.288412,-3.347431,0.000000,0.840340,0.177089,0.010906,-0.028334,0.836858,0.032210,-0.836858,0.01
equilibrado,12,7,365,185,468793983.23,119.741785,100.786717,21.021575,1.296945,-3.363452,0.000000,0.841700,0.175558,0.010831,-0.028089,0.840863,0.032424,-0.840863,0.00
equilibrado,12,1,365,186,504571365.86,133.944207,114.482158,21.748759,1.193092,-3.479801,0.000000,0.854700,0.162372,0.008907,-0.025979,0.869950,0.029827,-0.869950,0.00
equilibrado,12,7,365,186,504571365.86,135.514223,115.912703,21.908189,1.198641,-3.505310,0.000000,0.855355,0.161667,0.008845,-0.025867,0.876328,0.029966,-0.876328,0.00
equilibrado,12,1,365,187,433321670.06,129.249938,110.367050,20.812550,1.400345,-3.330008,0.000000,0.853904,0.161026,0.010834,-0.025764,0.832502,0.035009,-0.832502,-0.01
equilibrado,12,7,365,187,433321670.06,130.339388,111.349425,20.933427,1.405884,-3.349348,0.000000,0.854304,0.160607,0.010786,-0.025697,0.837337,0.035147,-0.837337,0.00
equilibrado,12,1,365,188,482946092.48,138.108682,117.706332,22.762166,1.282131,-3.641946,0.000000,0.852273,0.164813,0.009283,-0.026370,0.910487,0.032053,-0.910487,0.00
equilibrado,12,7,365,188,482946092.48,139.365118,118.839955,22.893581,1.294554,-3.662973,0.000000,0.852724,0.164271,0.009289,-0.026283,0.915743,0.032364,-0.915743,-0.01
equilibrado,12,1,365,189,453054809.52,114.667900,97.931064,18.415474,1.267838,-2.946476,0.000000,0.854041,0.160598,0.011057,-0.025696,0.736619,0.031696,-0.736619,-0.01
equilibrado,12,7,365,189,453054809.52,115.968233,99.040659,18.633084,1.275784,-2.981293,0.000000,0.854033,0.160674,0.011001,-0.025708,0.745323,0.031895,-0.745323,0.00
equilibrado,12,1,365,190,471359973.98,122.560438,104.527803,20.003573,1.229633,-3.200572,0.000000,0.852867,0.163214,0.010033,-0.026114,0.800143,0.030741,-0.800143,-0.01
